index,time,dc,bytes
1208,2021-03-13 14:58:19,252,299.0
1209,2021-03-13 14:58:30,252,252.0
1210,2021-03-13 14:58:41,252,252.0
1211,2021-03-13 14:59:20,224,252.0
1212,2021-03-13 14:59:31,224,224.0
1213,2021-03-13 14:59:42,224,224.0
1214,2021-03-13 15:00:15,231,224.0
1215,2021-03-13 15:00:26,231,231.0
1216,2021-03-13 15:00:37,231,231.0
1217,2021-03-13 15:01:17,247,247.0
1218,2021-03-13 15:01:28,247,247.0
1219,2021-03-13 15:01:39,247,247.0
1220,2021-03-13 15:02:13,231,231.0
1221,2021-03-13 15:02:25,231,231.0
1222,2021-03-13 15:02:35,231,231.0
1223,2021-03-13 15:03:09,210,210.0
1224,2021-03-13 15:03:19,210,210.0
1225,2021-03-13 15:03:30,210,210.0
1226,2021-03-13 15:04:10,187,210.0
1227,2021-03-13 15:04:21,187,187.0
1228,2021-03-13 15:04:32,187,187.0
1229,2021-03-13 15:05:05,210,187.0
1230,2021-03-13 15:05:16,210,210.0
1231,2021-03-13 15:05:27,210,210.0
1232,2021-03-13 15:06:00,208,210.0
1233,2021-03-13 15:06:11,208,208.0
1234,2021-03-13 15:06:22,208,208.0
1235,2021-03-13 15:06:55,206,208.0
1236,2021-03-13 15:07:06,206,206.0
1237,2021-03-13 15:07:17,206,206.0
1238,2021-03-13 15:07:50,204,206.0
1239,2021-03-13 15:08:01,204,204.0
1240,2021-03-13 15:08:12,204,204.0
1241,2021-03-13 15:08:45,210,204.0
1242,2021-03-13 15:08:56,210,210.0
1243,2021-03-13 15:09:07,210,210.0
1244,2021-03-13 15:09:47,168,210.0
1245,2021-03-13 15:09:59,168,168.0
1246,2021-03-13 15:10:10,168,168.0
1247,2021-03-13 15:10:43,144,168.0
1248,2021-03-13 15:10:54,144,144.0
1249,2021-03-13 15:11:05,144,144.0
1250,2021-03-13 15:11:45,166,166.0
1251,2021-03-13 15:11:56,166,166.0
1252,2021-03-13 15:12:07,166,166.0
1253,2021-03-13 15:12:46,187,166.0
1254,2021-03-13 15:12:57,187,187.0
1255,2021-03-13 15:13:08,187,187.0
1256,2021-03-13 15:13:47,227,187.0
1257,2021-03-13 15:13:58,227,227.0
1258,2021-03-13 15:14:09,227,227.0
1259,2021-03-13 15:14:42,212,227.0
1260,2021-03-13 15:14:53,212,212.0
1261,2021-03-13 15:15:04,212,212.0
1262,2021-03-13 15:15:44,183,212.0
1263,2021-03-13 15:15:55,183,183.0
1264,2021-03-13 15:16:06,183,183.0
1265,2021-03-13 15:16:39,713,183.0
1266,2021-03-13 15:16:50,713,713.0
1267,2021-03-13 15:17:01,713,713.0
1268,2021-03-13 15:17:34,297,713.0
1269,2021-03-13 15:17:45,297,297.0
1270,2021-03-13 15:17:56,297,297.0
1271,2021-03-13 15:18:29,315,297.0
1272,2021-03-13 15:18:40,315,315.0
1273,2021-03-13 15:18:51,315,315.0
1274,2021-03-13 15:19:30,276,315.0
1275,2021-03-13 15:19:41,276,276.0
1276,2021-03-13 15:19:52,276,276.0
1277,2021-03-13 15:20:32,837,276.0
1278,2021-03-13 15:20:43,837,837.0
1279,2021-03-13 15:20:54,837,837.0
1280,2021-03-13 15:21:33,252,837.0
1281,2021-03-13 15:21:44,252,252.0
1282,2021-03-13 15:21:55,252,252.0
1283,2021-03-13 15:22:28,291,252.0
1284,2021-03-13 15:22:39,291,291.0
1285,2021-03-13 15:22:50,291,291.0
1286,2021-03-13 15:23:23,364,291.0
1287,2021-03-13 15:23:34,364,364.0
1288,2021-03-13 15:23:45,364,364.0
1289,2021-03-13 15:24:25,357,364.0
1290,2021-03-13 15:24:36,357,357.0
1291,2021-03-13 15:24:47,357,357.0
1292,2021-03-13 15:25:26,233,357.0
1293,2021-03-13 15:25:37,233,233.0
1294,2021-03-13 15:25:48,233,233.0
1295,2021-03-13 15:26:28,163,163.0
1296,2021-03-13 15:26:39,163,163.0
1297,2021-03-13 15:26:50,163,163.0
1298,2021-03-13 15:27:23,162,163.0
1299,2021-03-13 15:27:34,162,162.0
1300,2021-03-13 15:27:45,162,162.0
1301,2021-03-13 15:28:24,229,162.0
1302,2021-03-13 15:28:35,229,229.0
1303,2021-03-13 15:28:46,229,229.0
1304,2021-03-13 15:29:20,191,191.0
1305,2021-03-13 15:29:30,191,191.0
1306,2021-03-13 15:29:41,191,191.0
1307,2021-03-13 15:30:14,144,191.0
1308,2021-03-13 15:30:25,144,144.0
1309,2021-03-13 15:30:36,144,144.0
1310,2021-03-13 15:31:16,122,144.0
1311,2021-03-13 15:31:27,122,122.0
1312,2021-03-13 15:31:38,122,122.0
1313,2021-03-13 15:32:18,103,122.0
1314,2021-03-13 15:32:29,103,103.0
1315,2021-03-13 15:32:40,103,103.0
1316,2021-03-13 15:33:13,102,103.0
1317,2021-03-13 15:33:24,102,102.0
1318,2021-03-13 15:33:35,102,102.0
1319,2021-03-13 15:34:09,165,165.0
1320,2021-03-13 15:34:19,165,165.0
1321,2021-03-13 15:34:30,165,165.0
1322,2021-03-13 15:35:04,208,208.0
1323,2021-03-13 15:35:15,208,208.0
1324,2021-03-13 15:35:26,208,208.0
1325,2021-03-13 15:36:05,206,208.0
1326,2021-03-13 15:36:16,206,206.0
1327,2021-03-13 15:36:27,206,206.0
1328,2021-03-13 15:37:00,143,206.0
1329,2021-03-13 15:37:11,143,143.0
1330,2021-03-13 15:37:22,143,143.0
1331,2021-03-13 15:37:55,144,143.0
1332,2021-03-13 15:38:06,144,144.0
1333,2021-03-13 15:38:17,144,144.0
1334,2021-03-13 15:38:57,121,121.0
1335,2021-03-13 15:39:07,121,121.0
1336,2021-03-13 15:39:18,121,121.0
1337,2021-03-13 15:39:52,81,81.0
1338,2021-03-13 15:40:03,81,81.0
1339,2021-03-13 15:40:14,81,81.0
1340,2021-03-13 15:40:47,99,99.0
1341,2021-03-13 15:40:58,99,99.0
1342,2021-03-13 15:41:09,99,99.0
1343,2021-03-13 15:41:43,144,99.0
1344,2021-03-13 15:41:55,144,144.0
1345,2021-03-13 15:42:06,144,144.0
1346,2021-03-13 15:42:39,101,101.0
1347,2021-03-13 15:42:50,101,101.0
1348,2021-03-13 15:43:01,101,101.0
1349,2021-03-13 15:43:34,80,101.0
1350,2021-03-13 15:43:45,80,80.0
1351,2021-03-13 15:43:56,80,80.0
1352,2021-03-13 15:49:29,268,80.0
1353,2021-03-13 15:49:40,268,268.0
1354,2021-03-13 15:49:51,268,268.0
1355,2021-03-13 15:50:31,336,336.0
1356,2021-03-13 15:50:42,336,336.0
1357,2021-03-13 15:50:53,336,336.0
1358,2021-03-13 15:51:39,417,336.0
1359,2021-03-13 15:51:51,417,417.0
1360,2021-03-13 15:52:02,417,417.0
1361,2021-03-13 15:52:34,297,417.0
1362,2021-03-13 15:52:45,297,297.0
1363,2021-03-13 15:52:56,297,297.0
1364,2021-03-13 15:53:35,235,297.0
1365,2021-03-13 15:53:46,235,235.0
1366,2021-03-13 15:53:57,235,235.0
1367,2021-03-13 15:54:37,294,235.0
1368,2021-03-13 15:54:48,294,294.0
1369,2021-03-13 15:54:59,294,294.0
1370,2021-03-13 15:55:32,270,294.0
1371,2021-03-13 15:55:44,270,270.0
1372,2021-03-13 15:55:55,270,270.0
1373,2021-03-13 15:56:29,168,270.0
1374,2021-03-13 15:56:40,168,168.0
1375,2021-03-13 15:56:51,168,168.0
1376,2021-03-13 15:57:30,122,168.0
1377,2021-03-13 15:57:41,122,122.0
1378,2021-03-13 15:57:52,122,122.0
1379,2021-03-13 15:58:35,183,122.0
1380,2021-03-13 15:58:47,183,183.0
1381,2021-03-13 15:58:58,183,183.0
1382,2021-03-13 15:59:33,250,183.0
1383,2021-03-13 15:59:44,250,250.0
1384,2021-03-13 15:59:55,250,250.0
1385,2021-03-13 16:00:36,189,250.0
1386,2021-03-13 16:00:47,189,189.0
1387,2021-03-13 16:00:58,189,189.0
1388,2021-03-13 16:01:32,143,189.0
1389,2021-03-13 16:01:43,143,143.0
1390,2021-03-13 16:01:54,143,143.0
1391,2021-03-13 16:02:34,122,122.0
1392,2021-03-13 16:02:44,122,122.0
1393,2021-03-13 16:02:55,122,122.0
1394,2021-03-13 16:03:29,99,122.0
1395,2021-03-13 16:03:41,99,99.0
1396,2021-03-13 16:03:52,99,99.0
1397,2021-03-13 16:04:25,81,99.0
1398,2021-03-13 16:04:36,81,81.0
1399,2021-03-13 16:04:47,81,81.0
1400,2021-03-13 16:05:20,80,81.0
1401,2021-03-13 16:05:32,80,80.0
1402,2021-03-13 16:05:43,80,80.0
1403,2021-03-13 16:06:21,121,80.0
1404,2021-03-13 16:06:33,121,121.0
1405,2021-03-13 16:06:43,121,121.0
1406,2021-03-13 16:07:23,161,121.0
1407,2021-03-13 16:07:34,161,161.0
1408,2021-03-13 16:07:45,161,161.0
1409,2021-03-13 16:08:25,122,122.0
1410,2021-03-13 16:08:35,122,122.0
1411,2021-03-13 16:08:46,122,122.0
1412,2021-03-13 16:09:26,102,122.0
1413,2021-03-13 16:09:38,102,102.0
1414,2021-03-13 16:09:49,102,102.0
1415,2021-03-13 16:10:28,81,81.0
1416,2021-03-13 16:10:39,81,81.0
1417,2021-03-13 16:10:50,81,81.0
1418,2021-03-13 16:11:29,103,81.0
1419,2021-03-13 16:11:40,103,103.0
1420,2021-03-13 16:11:51,103,103.0
1421,2021-03-13 16:12:24,102,103.0
1422,2021-03-13 16:12:35,102,102.0
1423,2021-03-13 16:12:46,102,102.0
1424,2021-03-13 16:13:26,102,102.0
1425,2021-03-13 16:13:37,102,102.0
1426,2021-03-13 16:13:48,102,102.0
1427,2021-03-13 16:14:27,121,102.0
1428,2021-03-13 16:14:38,121,121.0
1429,2021-03-13 16:14:49,121,121.0
1430,2021-03-13 16:15:22,122,121.0
1431,2021-03-13 16:15:33,122,122.0
1432,2021-03-13 16:15:44,122,122.0
1433,2021-03-13 16:16:24,102,122.0
1434,2021-03-13 16:16:35,102,102.0
1435,2021-03-13 16:16:46,102,102.0
1436,2021-03-13 16:17:19,101,102.0
1437,2021-03-13 16:17:30,101,101.0
1438,2021-03-13 16:17:41,101,101.0
1439,2021-03-13 16:18:14,58,101.0
1440,2021-03-13 16:18:25,58,58.0
1441,2021-03-13 16:18:36,58,58.0
1442,2021-03-13 16:19:10,39,58.0
1443,2021-03-13 16:19:21,39,39.0
1444,2021-03-13 16:19:33,39,39.0
1445,2021-03-13 16:20:12,39,58.0
1446,2021-03-13 16:20:23,39,39.0
1447,2021-03-13 16:20:34,39,39.0
1448,2021-03-13 16:21:07,38,39.0
1449,2021-03-13 16:21:18,38,38.0
1450,2021-03-13 16:21:29,38,38.0
1451,2021-03-13 16:22:02,60,38.0
1452,2021-03-13 16:22:13,60,60.0
1453,2021-03-13 16:22:24,60,60.0
1454,2021-03-13 16:22:57,59,60.0
1455,2021-03-13 16:23:08,59,59.0
1456,2021-03-13 16:23:19,59,59.0
1457,2021-03-13 16:23:59,38,38.0
1458,2021-03-13 16:24:10,38,38.0
1459,2021-03-13 16:24:21,38,38.0
1460,2021-03-13 16:25:00,39,38.0
1461,2021-03-13 16:25:11,39,39.0
1462,2021-03-13 16:25:22,39,39.0
1463,2021-03-13 16:25:55,38,39.0
1464,2021-03-13 16:26:06,38,38.0
1465,2021-03-13 16:26:17,38,38.0
1466,2021-03-13 16:26:50,60,38.0
1467,2021-03-13 16:27:01,60,60.0
1468,2021-03-13 16:27:12,60,60.0
1469,2021-03-13 16:27:52,58,60.0
1470,2021-03-13 16:28:03,58,58.0
1471,2021-03-13 16:28:14,58,58.0
1472,2021-03-13 16:28:53,58,58.0
1473,2021-03-13 16:29:04,58,58.0
1474,2021-03-13 16:29:15,58,58.0
1475,2021-03-13 16:29:55,38,58.0
1476,2021-03-13 16:30:06,38,38.0
1477,2021-03-13 16:30:17,38,38.0
1478,2021-03-13 16:30:56,19,38.0
1479,2021-03-13 16:31:07,19,19.0
1480,2021-03-13 16:31:18,19,19.0
1481,2021-03-13 16:31:51,18,19.0
1482,2021-03-13 16:32:02,18,18.0
1483,2021-03-13 16:32:13,18,18.0
1484,2021-03-13 16:32:47,18,18.0
1485,2021-03-13 16:32:57,18,18.0
1486,2021-03-13 16:33:08,18,18.0
1487,2021-03-13 16:33:48,18,18.0
1488,2021-03-13 16:33:59,18,18.0
1489,2021-03-13 16:34:10,18,18.0
1490,2021-03-13 16:34:43,18,18.0
1491,2021-03-13 16:34:54,18,18.0
1492,2021-03-13 16:35:05,18,18.0
1493,2021-03-13 16:35:45,36,36.0
1494,2021-03-13 16:35:56,36,36.0
1495,2021-03-13 16:36:07,36,36.0
1496,2021-03-13 16:36:40,38,36.0
1497,2021-03-13 16:36:51,38,38.0
1498,2021-03-13 16:37:02,38,38.0
1499,2021-03-13 16:37:41,38,38.0
1500,2021-03-13 16:37:53,38,38.0
1501,2021-03-13 16:38:04,38,38.0
1502,2021-03-13 16:38:43,60,38.0
1503,2021-03-13 16:38:54,60,60.0
1504,2021-03-13 16:39:05,60,60.0
1505,2021-03-13 16:39:38,79,60.0
1506,2021-03-13 16:39:49,79,79.0
1507,2021-03-13 16:40:00,79,79.0
1508,2021-03-13 16:40:39,80,79.0
1509,2021-03-13 16:40:51,80,80.0
1510,2021-03-13 16:41:01,80,80.0
1511,2021-03-13 16:41:41,80,80.0
1512,2021-03-13 16:41:52,80,80.0
1513,2021-03-13 16:42:03,80,80.0
1514,2021-03-13 16:42:42,102,80.0
1515,2021-03-13 16:42:53,102,102.0
1516,2021-03-13 16:43:04,102,102.0
1517,2021-03-13 16:43:38,144,144.0
1518,2021-03-13 16:43:49,144,144.0
1519,2021-03-13 16:44:00,144,144.0
1520,2021-03-13 16:44:39,166,144.0
1521,2021-03-13 16:44:50,166,166.0
1522,2021-03-13 16:45:01,166,166.0
1523,2021-03-13 16:45:34,144,166.0
1524,2021-03-13 16:45:45,144,144.0
1525,2021-03-13 16:45:56,144,144.0
1526,2021-03-13 16:46:36,123,144.0
1527,2021-03-13 16:46:47,123,123.0
1528,2021-03-13 16:46:58,123,123.0
1529,2021-03-13 16:47:31,102,123.0
1530,2021-03-13 16:47:43,102,102.0
1531,2021-03-13 16:47:54,102,102.0
1532,2021-03-13 16:48:32,103,102.0
1533,2021-03-13 16:48:43,103,103.0
1534,2021-03-13 16:48:54,103,103.0
1535,2021-03-13 16:49:34,123,103.0
1536,2021-03-13 16:49:45,123,123.0
1537,2021-03-13 16:49:56,123,123.0
1538,2021-03-13 16:50:29,80,123.0
1539,2021-03-13 16:50:40,80,80.0
1540,2021-03-13 16:50:51,80,80.0
1541,2021-03-13 16:51:30,80,80.0
1542,2021-03-13 16:51:41,80,80.0
1543,2021-03-13 16:51:52,80,80.0
1544,2021-03-13 16:52:25,82,80.0
1545,2021-03-13 16:52:36,82,82.0
1546,2021-03-13 16:52:48,82,82.0
1547,2021-03-13 16:53:27,102,82.0
1548,2021-03-13 16:53:38,102,102.0
1549,2021-03-13 16:53:49,102,102.0
1550,2021-03-13 16:54:29,124,124.0
1551,2021-03-13 16:54:40,124,124.0
1552,2021-03-13 16:54:51,124,124.0
1553,2021-03-13 16:55:25,122,122.0
1554,2021-03-13 16:55:36,122,122.0
1555,2021-03-13 16:55:47,122,122.0
1556,2021-03-13 16:56:21,102,102.0
1557,2021-03-13 16:56:32,102,102.0
1558,2021-03-13 16:56:43,102,102.0
1559,2021-03-13 16:57:16,101,102.0
1560,2021-03-13 16:57:27,101,101.0
1561,2021-03-13 16:57:38,101,101.0
1562,2021-03-13 16:58:11,81,101.0
1563,2021-03-13 16:58:22,81,81.0
1564,2021-03-13 16:58:33,81,81.0
1565,2021-03-13 16:59:12,60,81.0
1566,2021-03-13 16:59:23,60,60.0
1567,2021-03-13 16:59:34,60,60.0
1568,2021-03-13 17:00:14,82,60.0
1569,2021-03-13 17:00:25,82,82.0
1570,2021-03-13 17:00:36,82,82.0
1571,2021-03-13 17:01:09,80,82.0
1572,2021-03-13 17:01:20,80,80.0
1573,2021-03-13 17:01:31,80,80.0
1574,2021-03-13 17:02:11,38,38.0
1575,2021-03-13 17:02:21,38,38.0
1576,2021-03-13 17:02:32,38,38.0
1577,2021-03-13 17:03:12,59,38.0
1578,2021-03-13 17:03:23,59,59.0
1579,2021-03-13 17:03:34,59,59.0
1580,2021-03-13 17:04:13,81,59.0
1581,2021-03-13 17:04:24,81,81.0
1582,2021-03-13 17:04:35,81,81.0
1583,2021-03-13 17:05:08,60,81.0
1584,2021-03-13 17:05:19,60,60.0
1585,2021-03-13 17:05:30,60,60.0
1586,2021-03-13 17:06:10,38,60.0
1587,2021-03-13 17:06:21,38,38.0
1588,2021-03-13 17:06:32,38,38.0
1589,2021-03-13 17:07:11,39,38.0
1590,2021-03-13 17:07:22,39,39.0
1591,2021-03-13 17:07:33,39,39.0
1592,2021-03-13 17:08:07,38,38.0
1593,2021-03-13 17:08:18,38,38.0
1594,2021-03-13 17:08:29,38,38.0
1595,2021-03-13 17:09:08,38,38.0
1596,2021-03-13 17:09:19,38,38.0
1597,2021-03-13 17:09:30,38,38.0
1598,2021-03-13 17:10:09,58,38.0
1599,2021-03-13 17:10:20,58,58.0
1600,2021-03-13 17:10:31,58,58.0
1601,2021-03-13 17:11:11,61,58.0
1602,2021-03-13 17:11:22,61,61.0
1603,2021-03-13 17:11:33,61,61.0
1604,2021-03-13 17:12:06,79,61.0
1605,2021-03-13 17:12:17,79,79.0
1606,2021-03-13 17:12:28,79,79.0
1607,2021-03-13 17:13:07,80,79.0
1608,2021-03-13 17:13:18,80,80.0
1609,2021-03-13 17:13:29,80,80.0
1610,2021-03-13 17:14:03,81,81.0
1611,2021-03-13 17:14:14,81,81.0
1612,2021-03-13 17:14:25,81,81.0
1613,2021-03-13 17:15:04,80,81.0
1614,2021-03-13 17:15:15,80,80.0
1615,2021-03-13 17:15:26,80,80.0
1616,2021-03-13 17:15:59,58,80.0
1617,2021-03-13 17:16:10,58,58.0
1618,2021-03-13 17:16:21,58,58.0
1619,2021-03-13 17:17:01,81,81.0
1620,2021-03-13 17:17:12,81,81.0
1621,2021-03-13 17:17:23,81,81.0
1622,2021-03-13 17:17:56,82,81.0
1623,2021-03-13 17:18:07,82,82.0
1624,2021-03-13 17:18:18,82,82.0
1625,2021-03-13 17:18:57,100,82.0
1626,2021-03-13 17:19:08,100,100.0
1627,2021-03-13 17:19:19,100,100.0
1628,2021-03-13 17:19:59,100,100.0
1629,2021-03-13 17:20:10,100,100.0
1630,2021-03-13 17:20:21,100,100.0
1631,2021-03-13 17:21:00,59,100.0
1632,2021-03-13 17:21:11,59,59.0
1633,2021-03-13 17:21:22,59,59.0
1634,2021-03-13 17:21:55,39,59.0
1635,2021-03-13 17:22:06,39,39.0
1636,2021-03-13 17:22:17,39,39.0
1637,2021-03-13 17:22:57,39,39.0
1638,2021-03-13 17:23:08,39,39.0
1639,2021-03-13 17:23:19,39,39.0
1640,2021-03-13 17:23:58,19,39.0
1641,2021-03-13 17:24:09,19,19.0
1642,2021-03-13 17:24:20,19,19.0
1643,2021-03-13 17:25:00,20,20.0
1644,2021-03-13 17:25:11,20,20.0
1645,2021-03-13 17:25:22,20,20.0
1646,2021-03-13 17:26:01,19,20.0
1647,2021-03-13 17:26:13,19,19.0
1648,2021-03-13 17:27:44,19,19.0
1649,2021-03-13 17:27:55,19,19.0
1650,2021-03-13 17:28:06,19,19.0
1651,2021-03-13 17:28:39,19,19.0
1652,2021-03-13 17:28:50,19,19.0
1653,2021-03-13 17:29:01,19,19.0
1654,2021-03-13 17:29:34,19,19.0
1655,2021-03-13 17:29:45,19,19.0
1656,2021-03-13 17:29:56,19,19.0
1657,2021-03-13 17:30:29,19,19.0
1658,2021-03-13 17:30:41,19,19.0
1659,2021-03-13 17:30:52,19,19.0
1660,2021-03-13 17:31:31,19,19.0
1661,2021-03-13 17:31:43,19,19.0
1662,2021-03-13 17:31:53,19,19.0
1663,2021-03-13 17:32:32,19,19.0
1664,2021-03-13 17:32:43,19,19.0
1665,2021-03-13 17:32:54,19,19.0
1666,2021-03-13 17:33:33,19,19.0
1667,2021-03-13 17:33:44,19,19.0
1668,2021-03-13 17:33:55,19,19.0
1669,2021-03-13 17:34:28,18,19.0
1670,2021-03-13 17:34:39,18,18.0
1671,2021-03-13 17:34:50,18,18.0
1672,2021-03-13 17:35:24,18,18.0
1673,2021-03-13 17:35:35,18,18.0
1674,2021-03-13 17:35:46,18,18.0
1675,2021-03-13 17:36:20,18,18.0
1676,2021-03-13 17:36:31,18,18.0
1677,2021-03-13 17:36:43,18,18.0
1678,2021-03-13 17:39:56,18,1333.0
1679,2021-03-13 17:40:07,18,18.0
1680,2021-03-13 17:40:18,18,18.0
1681,2021-03-13 17:40:51,18,18.0
1682,2021-03-13 17:41:03,18,18.0
1683,2021-03-13 17:41:14,18,18.0
1684,2021-03-13 17:41:47,18,18.0
1685,2021-03-13 17:41:58,18,18.0
1686,2021-03-13 17:42:09,18,18.0
1687,2021-03-13 17:42:43,18,18.0
1688,2021-03-13 17:42:55,18,18.0
1689,2021-03-13 17:43:06,18,18.0
1690,2021-03-13 17:43:45,18,18.0
1691,2021-03-13 17:43:56,18,18.0
1692,2021-03-13 17:44:07,18,18.0
1693,2021-03-13 17:44:46,18,18.0
1694,2021-03-13 17:44:58,18,18.0
1695,2021-03-13 17:45:09,18,18.0
1696,2021-03-13 17:45:48,18,18.0
1697,2021-03-13 17:45:59,18,18.0
1698,2021-03-13 17:46:10,18,18.0
1699,2021-03-13 17:46:49,18,18.0
1700,2021-03-13 17:46:59,18,18.0
1701,2021-03-13 17:47:10,18,18.0
1702,2021-03-13 17:47:44,18,18.0
1703,2021-03-13 17:47:55,18,18.0
1704,2021-03-13 17:48:06,18,18.0
1705,2021-03-13 17:48:45,18,18.0
1706,2021-03-13 17:48:57,18,18.0
1707,2021-03-13 17:49:07,18,18.0
1708,2021-03-13 17:49:41,18,18.0
1709,2021-03-13 17:49:53,18,18.0
1710,2021-03-13 17:50:03,18,18.0
1711,2021-03-13 17:50:37,18,18.0
1712,2021-03-13 17:50:48,18,18.0
1713,2021-03-13 17:50:59,18,18.0
1714,2021-03-13 17:51:33,18,18.0
1715,2021-03-13 17:51:44,18,18.0
1716,2021-03-13 17:51:55,18,18.0
1717,2021-03-13 17:52:29,18,18.0
1718,2021-03-13 17:52:40,18,18.0
1719,2021-03-13 17:52:51,18,18.0
1720,2021-03-13 17:53:30,18,18.0
1721,2021-03-13 17:53:42,18,18.0
1722,2021-03-13 17:53:53,18,18.0
1723,2021-03-13 17:54:31,18,18.0
1724,2021-03-13 17:54:43,18,18.0
1725,2021-03-13 17:54:54,18,18.0
1726,2021-03-13 17:55:27,18,18.0
1727,2021-03-13 17:55:39,18,18.0
1728,2021-03-13 17:55:50,18,18.0
1729,2021-03-13 17:56:28,18,18.0
1730,2021-03-13 17:56:40,18,18.0
1731,2021-03-13 17:56:51,18,18.0
1732,2021-03-13 17:57:24,18,18.0
1733,2021-03-13 17:57:36,18,18.0
1734,2021-03-13 17:57:47,18,18.0
1735,2021-03-13 17:58:20,18,18.0
1736,2021-03-13 17:58:32,18,18.0
1737,2021-03-13 17:58:43,18,18.0
1738,2021-03-13 17:59:22,18,18.0
1739,2021-03-13 17:59:33,18,18.0
1740,2021-03-13 17:59:44,18,18.0
1741,2021-03-13 18:00:17,18,18.0
1742,2021-03-13 18:00:29,18,18.0
1743,2021-03-13 18:00:40,18,18.0
1744,2021-03-13 18:01:13,18,18.0
1745,2021-03-13 18:01:24,18,18.0
1746,2021-03-13 18:01:35,18,18.0
1747,2021-03-13 18:02:08,18,18.0
1748,2021-03-13 18:02:20,18,18.0
1749,2021-03-13 18:02:31,18,18.0
1750,2021-03-13 18:03:09,18,18.0
1751,2021-03-13 18:03:20,18,18.0
1752,2021-03-13 18:03:31,18,18.0
1753,2021-03-13 18:04:11,18,18.0
1754,2021-03-13 18:04:22,18,18.0
1755,2021-03-13 18:04:32,18,18.0
1756,2021-03-13 18:05:06,18,18.0
1757,2021-03-13 18:05:17,18,18.0
1758,2021-03-13 18:05:28,18,18.0
1759,2021-03-13 18:06:02,18,18.0
1760,2021-03-13 18:06:13,18,18.0
1761,2021-03-13 18:06:23,18,18.0
1762,2021-03-13 18:06:57,18,18.0
1763,2021-03-13 18:07:08,18,18.0
1764,2021-03-13 18:07:19,18,18.0
1765,2021-03-13 18:07:58,18,18.0
1766,2021-03-13 18:08:09,18,18.0
1767,2021-03-13 18:08:20,18,18.0
1768,2021-03-13 18:08:53,18,18.0
1769,2021-03-13 18:09:05,18,18.0
1770,2021-03-13 18:09:15,18,18.0
1771,2021-03-13 18:09:54,18,18.0
1772,2021-03-13 18:10:06,18,18.0
1773,2021-03-13 18:10:17,18,18.0
1774,2021-03-13 18:10:50,18,18.0
1775,2021-03-13 18:11:01,18,18.0
1776,2021-03-13 18:11:12,18,18.0
1777,2021-03-13 18:11:45,18,18.0
1778,2021-03-13 18:11:57,18,18.0
1779,2021-03-13 18:13:35,18,18.0
1780,2021-03-13 18:14:05,18,18.0
1781,2021-03-13 18:14:16,18,18.0
1782,2021-03-13 18:14:27,18,18.0
1783,2021-03-13 18:15:00,18,18.0
1784,2021-03-13 18:15:11,18,18.0
1785,2021-03-13 18:15:22,18,18.0
1786,2021-03-13 18:16:01,18,18.0
1787,2021-03-13 18:16:12,18,18.0
1788,2021-03-13 18:16:23,18,18.0
1789,2021-03-13 18:16:56,18,18.0
1790,2021-03-13 18:17:07,18,18.0
1791,2021-03-13 18:17:18,18,18.0
1792,2021-03-13 18:17:58,18,18.0
1793,2021-03-13 18:18:08,18,18.0
1794,2021-03-13 18:18:19,18,18.0
1795,2021-03-13 18:18:52,18,18.0
1796,2021-03-13 18:19:03,18,18.0
1797,2021-03-13 18:19:14,18,18.0
1798,2021-03-13 18:19:47,17,18.0
1799,2021-03-13 18:19:58,17,17.0
1800,2021-03-13 18:20:09,17,17.0
1801,2021-03-13 18:20:49,17,17.0
1802,2021-03-13 18:21:00,17,17.0
1803,2021-03-13 18:21:10,17,17.0
1804,2021-03-13 18:21:43,17,17.0
1805,2021-03-13 18:21:54,17,17.0
1806,2021-03-13 18:22:05,17,17.0
1807,2021-03-13 18:22:45,17,17.0
1808,2021-03-13 18:22:56,17,17.0
1809,2021-03-13 18:23:06,17,17.0
1810,2021-03-13 18:23:39,16,17.0
1811,2021-03-13 18:23:50,16,16.0
1812,2021-03-13 18:24:01,16,16.0
1813,2021-03-13 18:24:41,16,16.0
1814,2021-03-13 18:24:52,16,16.0
1815,2021-03-13 18:25:02,16,16.0
1816,2021-03-13 18:25:42,16,16.0
1817,2021-03-13 18:25:53,16,16.0
1818,2021-03-13 18:26:04,16,16.0
1819,2021-03-13 18:26:43,15,16.0
1820,2021-03-13 18:26:54,15,15.0
1821,2021-03-13 18:27:05,15,15.0
1822,2021-03-13 18:27:38,15,15.0
1823,2021-03-13 18:27:49,15,15.0
1824,2021-03-13 18:28:00,15,15.0
1825,2021-03-13 18:28:39,15,15.0
1826,2021-03-13 18:28:50,15,15.0
1827,2021-03-13 18:29:01,15,15.0
1828,2021-03-13 18:29:34,14,15.0
1829,2021-03-13 18:29:45,14,14.0
1830,2021-03-13 18:29:56,14,14.0
1831,2021-03-13 18:30:35,14,14.0
1832,2021-03-13 18:30:46,14,14.0
1833,2021-03-13 18:30:57,14,14.0
1834,2021-03-13 18:31:30,14,14.0
1835,2021-03-13 18:31:41,14,14.0
1836,2021-03-13 18:31:52,14,14.0
1837,2021-03-13 18:32:31,13,14.0
1838,2021-03-13 18:32:43,13,13.0
1839,2021-03-13 18:32:54,13,13.0
1840,2021-03-13 18:33:33,12,12.0
1841,2021-03-13 18:33:44,12,12.0
1842,2021-03-13 18:33:55,12,12.0
