climb_id,technical_grade,eastings,northings
287414,6a,265354.8595246341,332603.06881672755
287417,5c,265354.8595246341,332603.06881672755
287400,6b,265348.6590524947,332380.6202975065
380334,5c,272811.5489457976,344644.477476901
380340,5c,272811.5489457976,344644.477476901
380345,6a,272811.5489457976,344644.477476901
380350,5c,272811.5489457976,344644.477476901
380351,5c,272811.5489457976,344644.477476901
380359,6a,272811.5489457976,344644.477476901
152219,6a,263817.9288942845,330642.5368965085
152227,6a,263817.9288942845,330642.5368965085
342042,5c,263817.9288942845,330642.5368965085
342043,6a,263817.9288942845,330642.5368965085
342045,6b,263817.9288942845,330642.5368965085
128559,5c,269433.94071437983,363657.803489678
128560,6a,269433.94071437983,363657.803489678
128569,5c,269433.94071437983,363657.803489678
128570,6a,269433.94071437983,363657.803489678
128573,5c,269433.94071437983,363657.803489678
128581,5c,269433.94071437983,363657.803489678
128582,5c,269433.94071437983,363657.803489678
487868,5c,269433.94071437983,363657.803489678
67170,5c,269433.94071437983,363657.803489678
247829,6a,265320.75897870027,331379.6027811083
247831,5c,265320.75897870027,331379.6027811083
287338,5c,265663.51074659475,331592.68275112397
287339,5c,265663.51074659475,331592.68275112397
287323,5c,265727.7305979325,331479.5876842375
287326,5c,265727.7305979325,331479.5876842375
287327,6a,265727.7305979325,331479.5876842375
287328,6a,265727.7305979325,331479.5876842375
298630,5c,266480.4576789451,331903.96795124497
298635,6a,266480.4576789451,331903.96795124497
298636,5c,266480.4576789451,331903.96795124497
195369,6a,263042.78413675824,346025.79433040344
195370,5c,263042.78413675824,346025.79433040344
195371,5b,263042.78413675824,346025.79433040344
126100,6a,261810.1494917762,356858.904932521
409103,6a,261810.1494917762,356858.904932521
491054,6b,256666.97749785287,361908.26908926497
152210,5c,262259.6864920941,356178.05242892547
59202,5c,262259.6864920941,356178.05242892547
144425,5c,262007.824292121,356741.89031291916
144428,5c,262007.824292121,356741.89031291916
144435,5c,262007.824292121,356741.89031291916
144437,6a,262007.824292121,356741.89031291916
205102,5c,236825.57078485787,345507.7042115963
155328,6a,261826.18564531094,357415.03842959506
160471,5c,261826.18564531094,357415.03842959506
271275,5b,261826.18564531094,357415.03842959506
97036,6a,261826.18564531094,357415.03842959506
367210,6a,262466.97469755297,356394.73735210084
367216,6a,262466.97469755297,356394.73735210084
367219,5b,262466.97469755297,356394.73735210084
5780,6b,259631.36610439274,360261.87662597385
5801,6a,259631.36610439274,360261.87662597385
443548,6a,263944.86323823966,351788.58899151965
2239,6b,262087.58875868222,357184.8698713548
2247,5c,262087.58875868222,357184.8698713548
2254,5c,262087.58875868222,357184.8698713548
2267,6a,262087.58875868222,357184.8698713548
2269,6a,262087.58875868222,357184.8698713548
2272,5c,262087.58875868222,357184.8698713548
2273,6a,262087.58875868222,357184.8698713548
2275,6a,262087.58875868222,357184.8698713548
2276,6a,262087.58875868222,357184.8698713548
2278,6a,262087.58875868222,357184.8698713548
2284,5c,262087.58875868222,357184.8698713548
2294,6a,262087.58875868222,357184.8698713548
2302,5c,262087.58875868222,357184.8698713548
237880,6b,262023.83692749956,357298.02402022533
410711,6c,259698.2781507343,360259.9151809284
7415,6a,259698.2781507343,360259.9151809284
7416,6a,259698.2781507343,360259.9151809284
7423,5c,259698.2781507343,360259.9151809284
7425,5c,259698.2781507343,360259.9151809284
209531,5b,259895.75935425353,360142.80990540615
338707,6a,259895.75935425353,360142.80990540615
8607,5b,259895.75935425353,360142.80990540615
8609,6a,259895.75935425353,360142.80990540615
8611,6a,259895.75935425353,360142.80990540615
8623,5c,259895.75935425353,360142.80990540615
8624,6b,259895.75935425353,360142.80990540615
8626,6b,259895.75935425353,360142.80990540615
3072,6a,259373.52062363256,360603.41102958977
307879,5c,259373.52062363256,360603.41102958977
3087,5c,259373.52062363256,360603.41102958977
3091,6b,259373.52062363256,360603.41102958977
3093,5c,259373.52062363256,360603.41102958977
3095,6b,259373.52062363256,360603.41102958977
3106,6b,259373.52062363256,360603.41102958977
3108,6a,259373.52062363256,360603.41102958977
491009,6a,259832.10227927694,360255.995096016
8149,5c,259832.10227927694,360255.995096016
8151,5c,259832.10227927694,360255.995096016
8163,5c,259832.10227927694,360255.995096016
8165,6a,259832.10227927694,360255.995096016
3239,6a,262798.6181877459,356273.9150132145
3242,6a,262798.6181877459,356273.9150132145
3243,6a,262798.6181877459,356273.9150132145
3245,5c,262798.6181877459,356273.9150132145
3248,6a,262798.6181877459,356273.9150132145
3262,6a,262798.6181877459,356273.9150132145
3265,5c,262798.6181877459,356273.9150132145
3276,5c,262798.6181877459,356273.9150132145
3277,5c,262798.6181877459,356273.9150132145
3285,5c,262798.6181877459,356273.9150132145
3286,5c,262798.6181877459,356273.9150132145
3291,6a,262798.6181877459,356273.9150132145
3300,6a,262798.6181877459,356273.9150132145
3303,5c,262798.6181877459,356273.9150132145
3305,5b,262798.6181877459,356273.9150132145
414679,5c,262798.6181877459,356273.9150132145
128906,6a,262160.94226496,357405.39707473747
340021,6a,262160.94226496,357405.39707473747
1726,6a,262419.167902875,357064.0201530907
1733,5c,262419.167902875,357064.0201530907
1743,5c,262419.167902875,357064.0201530907
1758,5c,262419.167902875,357064.0201530907
1484,6a,259574.242665669,360597.5184580917
1492,6a,259574.242665669,360597.5184580917
1494,5b,259574.242665669,360597.5184580917
1498,6a,259574.242665669,360597.5184580917
157055,5c,259574.242665669,360597.5184580917
159855,6b,263509.9251529633,355363.07098166447
29141,5c,263509.9251529633,355363.07098166447
29145,6a,263509.9251529633,355363.07098166447
232249,6a,264423.4938141579,352108.9937506435
232250,6a,264423.4938141579,352108.9937506435
232256,6a,264423.4938141579,352108.9937506435
145048,5b,259781.48143541304,360814.0874706954
145052,5c,259781.48143541304,360814.0874706954
145056,5b,259781.48143541304,360814.0874706954
186,5c,259781.48143541304,360814.0874706954
187,5c,259781.48143541304,360814.0874706954
189,6a,259781.48143541304,360814.0874706954
190,5c,259781.48143541304,360814.0874706954
199,6a,259781.48143541304,360814.0874706954
209,5c,259781.48143541304,360814.0874706954
210,6a,259781.48143541304,360814.0874706954
210709,6a,259781.48143541304,360814.0874706954
211,6a,259781.48143541304,360814.0874706954
220,6a,259781.48143541304,360814.0874706954
221,5c,259781.48143541304,360814.0874706954
240542,6a,259781.48143541304,360814.0874706954
246,6a,259781.48143541304,360814.0874706954
248,6a,259781.48143541304,360814.0874706954
250,5b,259781.48143541304,360814.0874706954
260,6b,259781.48143541304,360814.0874706954
262,5c,259781.48143541304,360814.0874706954
267,5c,259781.48143541304,360814.0874706954
280415,5c,259781.48143541304,360814.0874706954
439133,6a,259781.48143541304,360814.0874706954
450448,6a,259781.48143541304,360814.0874706954
450454,6a,259781.48143541304,360814.0874706954
73032,6a,259781.48143541304,360814.0874706954
105367,5c,262884.6782883671,356939.3603245194
147530,6a,262884.6782883671,356939.3603245194
3169,5c,262884.6782883671,356939.3603245194
3185,6a,262884.6782883671,356939.3603245194
3186,5c,262884.6782883671,356939.3603245194
3189,5c,262884.6782883671,356939.3603245194
126180,6a,265295.96173081425,330489.8105598749
126181,5c,265295.96173081425,330489.8105598749
126185,5c,265295.96173081425,330489.8105598749
126186,5c,265295.96173081425,330489.8105598749
287435,5c,265295.96173081425,330489.8105598749
287348,6a,265773.4204664594,330699.1484994748
287350,6a,265773.4204664594,330699.1484994748
298652,6a,265152.00243854884,330159.89309003064
298654,6a,265152.00243854884,330159.89309003064
298641,6a,265963.0530523943,330248.64740527346
298642,6a,265963.0530523943,330248.64740527346
298645,5c,265963.0530523943,330248.64740527346
298648,5c,265963.0530523943,330248.64740527346
199905,6a,274370.3511546562,342600.04870846815
47843,5c,273296.384536973,360437.2541296835
47844,5c,273296.384536973,360437.2541296835
50342,5c,273296.384536973,360437.2541296835
287560,6a,266302.77477414487,330350.54913960607
287562,5c,266302.77477414487,330350.54913960607
116121,5c,265733.2704454429,329253.2363048803
422997,5c,262710.22738789907,327223.1799702515
422998,5c,262710.22738789907,327223.1799702515
423062,6a,262710.22738789907,327223.1799702515
423066,6a,262710.22738789907,327223.1799702515
423069,5c,262710.22738789907,327223.1799702515
423070,5b,262710.22738789907,327223.1799702515
423072,5c,262710.22738789907,327223.1799702515
260533,5c,266076.14647778246,329466.34697476827
287365,6a,266140.4074575815,329353.2583104685
287373,6a,266137.32853337104,329242.03428561083
423023,6a,262906.04148181365,326995.0042755338
423024,5c,262906.04148181365,326995.0042755338
423025,5c,262906.04148181365,326995.0042755338
423029,5b,262906.04148181365,326995.0042755338
423202,6a,262893.43862300063,326550.1131903483
85313,5b,277767.7893475504,359875.76348807866
298675,5c,264969.02935020707,323597.71330629976
298676,5b,264969.02935020707,323597.71330629976
298683,6a,264969.02935020707,323597.71330629976
298713,5c,264969.02935020707,323597.71330629976
298661,5c,263666.1117070535,322855.0297348173
469550,6a,280768.8984763004,354012.4370906626
181535,5c,222436.61287927305,383214.0440704258
181540,5c,222436.61287927305,383214.0440704258
123002,6b,221887.13847480522,382789.1140656635
152093,6b,221887.13847480522,382789.1140656635
152096,5c,221887.13847480522,382789.1140656635
152098,5c,221887.13847480522,382789.1140656635
152099,6a,221887.13847480522,382789.1140656635
152100,6a,221887.13847480522,382789.1140656635
152101,5c,221887.13847480522,382789.1140656635
152104,5c,221887.13847480522,382789.1140656635
202257,6a,221887.13847480522,382789.1140656635
331433,5c,221887.13847480522,382789.1140656635
5234,6a,221887.13847480522,382789.1140656635
5237,5c,221887.13847480522,382789.1140656635
5242,6a,221887.13847480522,382789.1140656635
163310,6a,271211.25838500436,312186.2439753594
163315,5c,271211.25838500436,312186.2439753594
163326,6a,271211.25838500436,312186.2439753594
163331,5c,271211.25838500436,312186.2439753594
163341,6a,271211.25838500436,312186.2439753594
163347,5c,271211.25838500436,312186.2439753594
173035,5c,271211.25838500436,312186.2439753594
173036,6a,271211.25838500436,312186.2439753594
173049,6a,271211.25838500436,312186.2439753594
89491,5c,271211.25838500436,312186.2439753594
89495,5a,271211.25838500436,312186.2439753594
104076,5c,221579.15578223573,383468.9014207046
104815,5c,221579.15578223573,383468.9014207046
104867,5c,221579.15578223573,383468.9014207046
122242,5c,221579.15578223573,383468.9014207046
124747,5c,221579.15578223573,383468.9014207046
162508,5b,221579.15578223573,383468.9014207046
181468,5c,221579.15578223573,383468.9014207046
181478,5c,221579.15578223573,383468.9014207046
199545,6a,221579.15578223573,383468.9014207046
303987,5c,221579.15578223573,383468.9014207046
411059,5c,221579.15578223573,383468.9014207046
421646,5c,221579.15578223573,383468.9014207046
4245,5c,221579.15578223573,383468.9014207046
4251,6a,221579.15578223573,383468.9014207046
4253,5c,221579.15578223573,383468.9014207046
4269,5c,221579.15578223573,383468.9014207046
4270,5c,221579.15578223573,383468.9014207046
4276,5c,221579.15578223573,383468.9014207046
4295,5c,221579.15578223573,383468.9014207046
4308,5c,221579.15578223573,383468.9014207046
4334,5c,221579.15578223573,383468.9014207046
4350,5c,221579.15578223573,383468.9014207046
4352,5c,221579.15578223573,383468.9014207046
492545,6a,278049.24063359207,383910.7044923074
101235,6a,281206.0305450913,382272.42662099353
107902,5c,288886.55781036674,377300.81918631465
214367,5c,269278.09692628565,305671.00274391694
228527,6a,305975.88189659524,326745.4422923491
247856,6a,305975.88189659524,326745.4422923491
401543,6a,305975.88189659524,326745.4422923491
91496,5c,305975.88189659524,326745.4422923491
91509,6a,305975.88189659524,326745.4422923491
91527,5c,305975.88189659524,326745.4422923491
91534,5c,305975.88189659524,326745.4422923491
262295,5c,307309.24120170827,329501.5672964863
228457,6a,280390.6512567668,289359.8443829155
228459,6a,280390.6512567668,289359.8443829155
228479,5c,280390.6512567668,289359.8443829155
228481,5c,280390.6512567668,289359.8443829155
237009,6b,280390.6512567668,289359.8443829155
237012,6a,280390.6512567668,289359.8443829155
162522,5c,340221.2839771612,365586.51480797614
25010,6a,323428.2255893209,347800.7058942981
25023,5c,323428.2255893209,347800.7058942981
25025,6a,323428.2255893209,347800.7058942981
25039,5c,323428.2255893209,347800.7058942981
25047,6b,323428.2255893209,347800.7058942981
25048,6a,323428.2255893209,347800.7058942981
25057,5b,323428.2255893209,347800.7058942981
25058,6a,323428.2255893209,347800.7058942981
25068,5c,323428.2255893209,347800.7058942981
25070,6a,323428.2255893209,347800.7058942981
25096,6a,323428.2255893209,347800.7058942981
25114,6a,323428.2255893209,347800.7058942981
25118,5b,323428.2255893209,347800.7058942981
25126,5c,323428.2255893209,347800.7058942981
153422,5c,347577.00810975046,322889.27233826066
260763,5c,347577.00810975046,322889.27233826066
25242,6a,322396.95660037774,346259.5041069853
25246,5c,322396.95660037774,346259.5041069853
25249,5c,322396.95660037774,346259.5041069853
25275,5c,322396.95660037774,346259.5041069853
25289,5c,322396.95660037774,346259.5041069853
385400,5c,322396.95660037774,346259.5041069853
385404,5c,322396.95660037774,346259.5041069853
385406,6a,322396.95660037774,346259.5041069853
25297,6a,321981.74058063014,345487.3503238968
25298,5c,321981.74058063014,345487.3503238968
25318,6a,321981.74058063014,345487.3503238968
25325,5c,321981.74058063014,345487.3503238968
25328,5c,321981.74058063014,345487.3503238968
25336,6a,321981.74058063014,345487.3503238968
25348,6a,321981.74058063014,345487.3503238968
25365,6a,321981.74058063014,345487.3503238968
25366,6a,321981.74058063014,345487.3503238968
25367,6a,321981.74058063014,345487.3503238968
25373,5c,321981.74058063014,345487.3503238968
25376,5c,321981.74058063014,345487.3503238968
25381,6a,321981.74058063014,345487.3503238968
25396,5c,321981.74058063014,345487.3503238968
25402,6a,321981.74058063014,345487.3503238968
25403,5c,321981.74058063014,345487.3503238968
25404,6a,321981.74058063014,345487.3503238968
25417,6a,321981.74058063014,345487.3503238968
25418,6a,321981.74058063014,345487.3503238968
25419,6a,321981.74058063014,345487.3503238968
25420,5c,321981.74058063014,345487.3503238968
25438,6b,321981.74058063014,345487.3503238968
25442,6a,321981.74058063014,345487.3503238968
25443,6a,321981.74058063014,345487.3503238968
25447,6a,321981.74058063014,345487.3503238968
385417,6a,321981.74058063014,345487.3503238968
385429,6a,321981.74058063014,345487.3503238968
385430,6a,321981.74058063014,345487.3503238968
25477,6a,321976.32419646974,345153.6341518198
25478,6a,321976.32419646974,345153.6341518198
25480,6a,321976.32419646974,345153.6341518198
25483,5c,321976.32419646974,345153.6341518198
25486,5c,321976.32419646974,345153.6341518198
25487,5c,321976.32419646974,345153.6341518198
25488,6a,321976.32419646974,345153.6341518198
25490,6a,321976.32419646974,345153.6341518198
25495,6a,321976.32419646974,345153.6341518198
122369,6a,321967.29737036687,344597.44089291926
25525,6a,321967.29737036687,344597.44089291926
25533,6a,321967.29737036687,344597.44089291926
25573,6a,321967.29737036687,344597.44089291926
25575,5c,321967.29737036687,344597.44089291926
25576,6a,321967.29737036687,344597.44089291926
25594,6a,321967.29737036687,344597.44089291926
25611,6b,321967.29737036687,344597.44089291926
25623,6a,321967.29737036687,344597.44089291926
25628,5c,321967.29737036687,344597.44089291926
25632,5c,321967.29737036687,344597.44089291926
25636,5c,321967.29737036687,344597.44089291926
25637,6a,321967.29737036687,344597.44089291926
25640,5c,321967.29737036687,344597.44089291926
25645,5c,321967.29737036687,344597.44089291926
25652,5c,321967.29737036687,344597.44089291926
25653,5c,321967.29737036687,344597.44089291926
25661,5c,321967.29737036687,344597.44089291926
25662,5c,321967.29737036687,344597.44089291926
25663,5c,321967.29737036687,344597.44089291926
25671,5b,321967.29737036687,344597.44089291926
25674,5c,321967.29737036687,344597.44089291926
25675,5b,321967.29737036687,344597.44089291926
25676,5c,321967.29737036687,344597.44089291926
25798,5b,321372.4970759067,361520.13574061444
25807,5b,321372.4970759067,361520.13574061444
25828,6a,321372.4970759067,361520.13574061444
25836,5c,321372.4970759067,361520.13574061444
25839,5c,321372.4970759067,361520.13574061444
25842,5c,321372.4970759067,361520.13574061444
25843,5b,321372.4970759067,361520.13574061444
132297,5c,338494.91169400665,319213.50078766927
262472,5b,338494.91169400665,319213.50078766927
332582,5c,338494.91169400665,319213.50078766927
48611,6b,338494.91169400665,319213.50078766927
48654,5c,338494.91169400665,319213.50078766927
66781,5c,338494.91169400665,319213.50078766927
72491,6a,338494.91169400665,319213.50078766927
84701,5b,338494.91169400665,319213.50078766927
94402,6a,338494.91169400665,319213.50078766927
404687,5c,385839.7125608726,357334.1310774165
45450,6a,385839.7125608726,357334.1310774165
34477,6a,390270.8179428725,363775.3758019331
43954,6a,390270.8179428725,363775.3758019331
43957,6a,390270.8179428725,363775.3758019331
43959,6a,390270.8179428725,363775.3758019331
76800,6a,390270.8179428725,363775.3758019331
193395,6a,400700.5590969951,350415.6292503748
49930,6a,400700.5590969951,350415.6292503748
20245,5c,400030.44439266267,362764.0169205929
20253,5b,400030.44439266267,362764.0169205929
20257,5c,400030.44439266267,362764.0169205929
451905,5c,400030.44439266267,362764.0169205929
102083,5c,404217.6936018204,391690.930807484
160672,6a,404217.6936018204,391690.930807484
16760,5c,408878.4533402963,386913.3810526675
16789,5b,408878.4533402963,386913.3810526675
16801,5c,408878.4533402963,386913.3810526675
16818,5c,408878.4533402963,386913.3810526675
16852,6b,408878.4533402963,386913.3810526675
16863,6a,408878.4533402963,386913.3810526675
16894,5c,408878.4533402963,386913.3810526675
233788,6a,408878.4533402963,386913.3810526675
451942,5c,408878.4533402963,386913.3810526675
115293,5c,415507.3557426268,373580.00636500603
115294,6b,415507.3557426268,373580.00636500603
115310,5c,415507.3557426268,373580.00636500603
115311,5c,415507.3557426268,373580.00636500603
115315,5c,415507.3557426268,373580.00636500603
115321,5c,415507.3557426268,373580.00636500603
115338,5c,415507.3557426268,373580.00636500603
19442,6a,408143.4996910099,388803.3754777753
19443,5c,408143.4996910099,388803.3754777753
19461,5c,408143.4996910099,388803.3754777753
19465,5c,408143.4996910099,388803.3754777753
19467,5c,408143.4996910099,388803.3754777753
19496,5c,408143.4996910099,388803.3754777753
19498,5b,408143.4996910099,388803.3754777753
218105,6b,408143.4996910099,388803.3754777753
218123,6a,408143.4996910099,388803.3754777753
292120,5c,408143.4996910099,388803.3754777753
292558,6a,408143.4996910099,388803.3754777753
292577,6a,408143.4996910099,388803.3754777753
60684,6a,408143.4996910099,388803.3754777753
16253,6a,416711.22976750234,372694.03620820155
16268,6b,416711.22976750234,372694.03620820155
16282,6a,416711.22976750234,372694.03620820155
16285,6a,416711.22976750234,372694.03620820155
16291,6a,416711.22976750234,372694.03620820155
16303,5c,416711.22976750234,372694.03620820155
16324,5c,416711.22976750234,372694.03620820155
16325,5c,416711.22976750234,372694.03620820155
16326,5c,416711.22976750234,372694.03620820155
16330,5c,416711.22976750234,372694.03620820155
16367,6c,416711.22976750234,372694.03620820155
16436,6b,416711.22976750234,372694.03620820155
16439,5b,416711.22976750234,372694.03620820155
16443,5c,416711.22976750234,372694.03620820155
16445,5c,416711.22976750234,372694.03620820155
16454,5c,416711.22976750234,372694.03620820155
16458,6a,416711.22976750234,372694.03620820155
16461,6a,416711.22976750234,372694.03620820155
16466,5c,416711.22976750234,372694.03620820155
16468,6a,416711.22976750234,372694.03620820155
16480,5c,416711.22976750234,372694.03620820155
183812,6a,416711.22976750234,372694.03620820155
411122,5c,416711.22976750234,372694.03620820155
42631,6b,416711.22976750234,372694.03620820155
443870,5c,416711.22976750234,372694.03620820155
446925,5c,416711.22976750234,372694.03620820155
455693,6b,416711.22976750234,372694.03620820155
455793,6a,416711.22976750234,372694.03620820155
480770,6a,416711.22976750234,372694.03620820155
480771,5c,416711.22976750234,372694.03620820155
480772,6a,416711.22976750234,372694.03620820155
20053,5c,400364.754623391,362652.77461027616
20108,5b,400364.754623391,362652.77461027616
20128,6a,400364.754623391,362652.77461027616
234114,5c,400364.754623391,362652.77461027616
441458,6a,400364.754623391,362652.77461027616
15966,6a,400498.49732934765,362430.2873443177
15967,6b,400498.49732934765,362430.2873443177
15968,5c,400498.49732934765,362430.2873443177
15984,6a,400498.49732934765,362430.2873443177
16001,5c,400498.49732934765,362430.2873443177
16021,5c,400498.49732934765,362430.2873443177
16024,6a,400498.49732934765,362430.2873443177
16040,5c,400498.49732934765,362430.2873443177
16051,6b,400498.49732934765,362430.2873443177
16053,6a,400498.49732934765,362430.2873443177
16054,6a,400498.49732934765,362430.2873443177
16057,5c,400498.49732934765,362430.2873443177
199293,6a,400498.49732934765,362430.2873443177
358321,6a,400498.49732934765,362430.2873443177
86585,5c,400498.49732934765,362430.2873443177
89723,6a,400498.49732934765,362430.2873443177
20143,5c,400297.8666682615,363320.26037996134
20152,6a,400297.8666682615,363320.26037996134
20155,5c,400297.8666682615,363320.26037996134
20165,6a,400297.8666682615,363320.26037996134
20204,5c,400297.8666682615,363320.26037996134
260012,6a,400297.8666682615,363320.26037996134
260016,5c,400297.8666682615,363320.26037996134
364018,5a,400297.8666682615,363320.26037996134
16094,6a,400832.941841285,361651.5900058306
16100,6a,400832.941841285,361651.5900058306
16104,6a,400832.941841285,361651.5900058306
16116,5c,400832.941841285,361651.5900058306
16139,6b,400832.941841285,361651.5900058306
16144,6a,400832.941841285,361651.5900058306
16148,5c,400832.941841285,361651.5900058306
263026,5c,400832.941841285,361651.5900058306
451944,5c,400832.941841285,361651.5900058306
65167,5c,400832.941841285,361651.5900058306
122714,6b,400097.31469151704,365322.72735473444
313883,5c,403182.4921145112,347746.6729925611
121519,5a,401902.7568815512,362208.1097668762
15622,6a,401902.7568815512,362208.1097668762
15641,5c,401902.7568815512,362208.1097668762
15682,5c,401902.7568815512,362208.1097668762
15690,5c,401902.7568815512,362208.1097668762
15699,6a,401902.7568815512,362208.1097668762
15749,5c,401902.7568815512,362208.1097668762
193394,5c,401902.7568815512,362208.1097668762
73318,6a,401902.7568815512,362208.1097668762
156384,5c,401902.17519981356,363765.5835694378
370261,6b,401902.17519981356,363765.5835694378
258686,5c,356985.1068176726,296431.17891562835
66809,5c,356985.1068176726,296431.17891562835
156339,6a,404322.49552301446,347970.026385541
156341,6a,404322.49552301446,347970.026385541
149718,6b,405131.4764784098,343965.96959507064
158847,5c,405131.4764784098,343965.96959507064
193254,6a,404731.6142880601,340961.96170585277
221739,6a,405199.53904023167,343076.0814845662
313938,5c,408691.1834306374,342747.29711990006
66109,5c,408691.1834306374,342747.29711990006
22675,5c,409874.83698836324,354986.6207103439
22676,5c,409874.83698836324,354986.6207103439
183861,5c,410680.4305496248,354098.34978567075
20301,6a,410680.4305496248,354098.34978567075
20302,5c,410680.4305496248,354098.34978567075
20312,5c,410680.4305496248,354098.34978567075
20314,5c,410680.4305496248,354098.34978567075
20315,5c,410680.4305496248,354098.34978567075
20317,6a,410680.4305496248,354098.34978567075
20321,5c,410680.4305496248,354098.34978567075
227338,6a,410680.4305496248,354098.34978567075
271837,6a,410680.4305496248,354098.34978567075
480515,5c,410680.4305496248,354098.34978567075
172432,6a,400097.3880247254,385236.5146711462
180898,6a,400097.3880247254,385236.5146711462
19128,5c,400097.3880247254,385236.5146711462
19129,5c,400097.3880247254,385236.5146711462
19138,5c,400097.3880247254,385236.5146711462
252480,6b,400097.3880247254,385236.5146711462
273910,5c,400097.3880247254,385236.5146711462
290651,5b,400097.3880247254,385236.5146711462
344265,6a,400097.3880247254,385236.5146711462
443984,5c,400097.3880247254,385236.5146711462
15319,6a,409784.93190294475,366333.7440538944
49343,5c,409784.93190294475,366333.7440538944
235656,6a,402893.96922610106,382456.0352441847
15944,6a,405228.7636664758,378452.9301248457
153870,5c,408505.3530293602,372116.2987654499
15366,5c,409775.25371158734,371117.4510666403
15392,5c,409775.25371158734,371117.4510666403
15395,5c,409775.25371158734,371117.4510666403
15399,5c,409775.25371158734,371117.4510666403
15417,6a,409775.25371158734,371117.4510666403
15419,6a,409775.25371158734,371117.4510666403
15420,6a,409775.25371158734,371117.4510666403
15429,6a,409775.25371158734,371117.4510666403
212668,5b,409775.25371158734,371117.4510666403
100545,6a,413011.9295066154,358887.69727172574
485037,6a,411172.49898332,373011.7354059579
134846,6a,399765.2787419747,393691.7252759304
134856,6c,399765.2787419747,393691.7252759304
116772,6c,413241.36107284704,372794.4784309293
15010,5c,398902.48277406127,396695.7139643357
15015,6a,398902.48277406127,396695.7139643357
382806,6a,398902.48277406127,396695.7139643357
15129,6a,412834.5065915081,375240.88979564834
140593,6a,452759.9559897439,365167.4508864716
140594,6a,452759.9559897439,365167.4508864716
140943,5c,452759.9559897439,365167.4508864716
343904,6a,435194.4355769103,345203.613334999
343906,5b,435194.4355769103,345203.613334999
343909,5c,435194.4355769103,345203.613334999
343890,6a,434194.9515145894,353651.44927503687
145719,6a,433401.1056223653,352199.6218715726
160585,6b,433401.1056223653,352199.6218715726
160587,6b,433401.1056223653,352199.6218715726
216916,5c,433401.1056223653,352199.6218715726
404282,5c,433401.1056223653,352199.6218715726
66525,5c,433401.1056223653,352199.6218715726
66527,6a,433401.1056223653,352199.6218715726
66532,6b,433401.1056223653,352199.6218715726
66535,6a,433401.1056223653,352199.6218715726
60309,5c,433317.9370268341,354535.3099309255
152701,5b,433382.6002033563,354869.5103985528
204272,5c,433382.6002033563,354869.5103985528
204273,6a,433382.6002033563,354869.5103985528
204279,5b,433382.6002033563,354869.5103985528
204285,6a,433382.6002033563,354869.5103985528
204316,5b,433382.6002033563,354869.5103985528
343860,5b,433382.6002033563,354869.5103985528
184047,6a,433442.61719264375,355871.1860617025
370457,5c,435338.58220997517,362114.8516788358
141915,6a,434476.443272543,361107.3151770294
141925,5c,434476.443272543,361107.3151770294
38160,5c,434338.69784339785,361662.59027675184
105632,6a,430562.0067524782,356074.5401393495
262577,6b,430562.0067524782,356074.5401393495
123606,5c,433664.46810677514,362436.58438333625
19921,6a,429425.80950943,355733.7127444677
19986,5c,429425.80950943,355733.7127444677
19994,6b,429425.80950943,355733.7127444677
19997,6b,429425.80950943,355733.7127444677
19999,6a,429425.80950943,355733.7127444677
204539,6b,429425.80950943,355733.7127444677
220815,5b,429425.80950943,355733.7127444677
236352,6a,429425.80950943,355733.7127444677
329310,6b,429425.80950943,355733.7127444677
329376,5c,429425.80950943,355733.7127444677
329616,6a,429425.80950943,355733.7127444677
329618,5c,429425.80950943,355733.7127444677
329626,5c,429425.80950943,355733.7127444677
404143,6a,429425.80950943,355733.7127444677
34447,6a,428697.8648109398,354283.0724556254
186178,5c,428758.8682974661,355284.68461579765
104831,5c,428431.2574238,354058.9929150825
104832,6a,428431.2574238,354058.9929150825
104836,5c,428431.2574238,354058.9929150825
15551,6a,429673.75457433506,358961.49762797676
15553,5b,429673.75457433506,358961.49762797676
15561,5c,429673.75457433506,358961.49762797676
15565,5c,429673.75457433506,358961.49762797676
15576,6a,429673.75457433506,358961.49762797676
15577,5c,429673.75457433506,358961.49762797676
15582,5c,429673.75457433506,358961.49762797676
15584,5c,429673.75457433506,358961.49762797676
15589,6a,429673.75457433506,358961.49762797676
15590,5c,429673.75457433506,358961.49762797676
15617,5c,429673.75457433506,358961.49762797676
15619,5c,429673.75457433506,358961.49762797676
199139,5c,429673.75457433506,358961.49762797676
199148,5c,429673.75457433506,358961.49762797676
191471,5c,429670.3238132399,359517.73043320194
22678,6a,429868.9720736927,359852.7125637938
22679,6a,429868.9720736927,359852.7125637938
22689,6a,429868.9720736927,359852.7125637938
34879,5c,428615.020519707,356952.5785083155
90087,6a,429660.7164720148,361075.1847746277
90609,6a,429660.7164720148,361075.1847746277
149029,5c,426281.125127485,355270.5332606652
149030,6a,426281.125127485,355270.5332606652
145255,6a,427974.33974699525,363512.59890621307
11339,6a,427591.4291654103,371965.52123772464
11344,5c,427591.4291654103,371965.52123772464
11345,5c,427591.4291654103,371965.52123772464
11350,5c,427591.4291654103,371965.52123772464
11353,5b,427591.4291654103,371965.52123772464
11355,6a,427591.4291654103,371965.52123772464
132170,5c,421886.83367031766,364371.03196092445
22863,6b,421886.83367031766,364371.03196092445
22864,6a,421886.83367031766,364371.03196092445
