crag_id,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,latitude,longitude,name,num_climbs,region,rock_type,x,y,num_winter_climbs
296,0.07534246575342465,0.1506849315068493,1.3561643835616437,0.3013698630136986,0.1506849315068493,3.465753424657534,0.7534246575342466,0.3767123287671233,1.0547945205479452,0.0,3.315068493150685,57.786,-4.93,Beinn Dearg,69,Cromarty,Gneiss,225904.8322690037,881142.972051611,66
297,0.0,0.0,0.0,3.666666666666667,3.666666666666667,3.666666666666667,0.0,0.0,0.0,0.0,0.0,57.847,-4.751,An Socach (Alladale),18,Cromarty,Quartzite,236819.17299494467,887484.2833866522,4
299,0.0,0.0,7.333333333333334,0.0,0.0,0.0,0.0,0.0,3.666666666666667,0.0,0.0,58.044,-5.208,Stac Pollaidh,67,Cromarty,Sandstone,210747.55453240813,910597.2211779213,10
304,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,58.412,-4.883,Foinaven,100,Sutherland,Quartzite,231676.5061855359,950681.6898915053,16
305,2.0625,2.75,0.0,0.6875,0.0,0.0,3.4375,1.375,0.0,0.6875,0.0,57.061,-3.745,Braeriach (Garbh Corie Mor),44,Invernesshire,Granite,294270.92053414474,798014.2235803279,30
308,5.5,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.639,-5.223,Cir Mhor (North East Face),40,Arran,Granite,197249.97839690818,643095.2320686823,8
387,0.4697824335213538,0.4697824335213538,1.0459307010475423,0.8775181305398873,0.44319097502014504,1.2497985495568091,0.7268331990330379,0.9661563255439163,1.2852538275584207,0.983883964544722,2.4818694601128124,56.649,-4.895,Buachaille Etive Mor,292,Highland,Rhyolite,222605.89587516064,754546.5733158819,65
412,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.818,-4.664,Meall Garbh,30,Highland,Gneiss,237495.95217928741,772776.2783483308,4
413,0.5641025641025641,1.4102564102564104,0.0,1.1282051282051282,1.4102564102564104,2.8205128205128207,0.0,0.5641025641025641,1.1282051282051282,0.0,1.9743589743589745,56.813,-4.465,Ben Alder,27,Highland,Granite,249619.16447570498,771764.665294068,24
416,0.0,0.611111111111111,0.611111111111111,0.611111111111111,0.0,1.222222222222222,0.0,1.8333333333333333,4.277777777777778,1.222222222222222,0.611111111111111,58.215,-5.049,Quinag,43,Cromarty,Sandstone,220989.27527940957,929189.1342554003,32
417,0.0,1.8333333333333335,0.0,0.0,3.666666666666667,3.666666666666667,0.0,0.0,1.8333333333333335,0.0,0.0,57.847,-4.898,Seana Bhraigh,20,Cromarty,Gneiss,228097.42858273655,887848.6255637337,11
472,0.0,0.0,0.0,0.0,7.857142857142858,0.0,0.0,0.0,0.0,0.0,3.142857142857143,56.658,-4.987,"Beinn Fhada, West Face",20,Bute,Rhyolite,217011.00284865056,755789.8446739399,7
474,0.0,0.0,5.5,0.0,1.1,0.0,0.0,0.0,1.1,0.0,3.3000000000000003,56.656,-4.998,"Gearr Aonach, East Face",44,Bute,Rhyolite,216327.26676019834,755596.7779469785,11
475,0.34591194968553457,0.48427672955974843,0.6918238993710691,1.522012578616352,0.4150943396226415,0.761006289308176,2.144654088050314,1.3144654088050314,0.89937106918239,0.761006289308176,1.660377358490566,56.659,-4.992,"Gearr Aonach, North Face",50,Bute,Rhyolite,216709.4970500157,755914.464403377,6
476,0.0,0.0,0.0,1.517241379310345,0.0,1.1379310344827587,4.551724137931035,0.37931034482758624,1.1379310344827587,0.0,2.2758620689655173,56.657,-5.008,"Aonach Dubh, East Face",90,Bute,Rhyolite,215719.39327610904,755734.885924662,3
531,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.5,56.66,-5.016,"Aonach Dubh, North Face",45,Bute,Rhyolite,215243.8935653317,756090.1893803057,10
532,0.2413793103448276,0.3448275862068966,1.7241379310344827,1.0,0.13793103448275862,2.103448275862069,0.5862068965517241,1.103448275862069,0.6551724137931034,0.1724137931034483,2.9310344827586206,56.657,-5.026,"Aonach Dubh, West Face",88,Bute,Rhyolite,214616.46439161722,755783.451915364,37
533,0.6231012658227848,0.7031645569620254,1.3123417721518988,1.287974683544304,0.9468354430379747,1.308860759493671,0.6056962025316456,1.0443037974683544,1.058227848101266,0.8841772151898735,1.2253164556962026,56.652,-5.022,Stob Coire nan Lochan,63,Highland,Andesite,214837.02513640674,755216.3786157133,55
534,0.46025104602510464,0.32217573221757323,0.9665271966527197,2.1631799163179917,0.6443514644351465,0.5523012552301255,0.598326359832636,0.598326359832636,1.4267782426778244,1.4267782426778244,1.8410041841004186,56.643,-5.029,Bidean nam Bian,80,Highland,Rhyolite,214363.79295834567,754234.0630005689,60
554,0.0,0.0,0.0,0.0,0.0,3.666666666666667,0.0,0.0,0.0,3.666666666666667,3.666666666666667,56.704,-5.424,"Garbh Bheinn, South Wall",40,Highland,Gneiss,190492.81553849953,762159.3909195738,2
555,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.706,-5.423,"Garbh Bheinn, Pinnacle Ridge",10,Highland,Gneiss,190565.12661029288,762378.7998803515,1
561,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.665,-4.979,"The Bendy, Glencoe",8,Bute,Andesite,217535.04771942444,756547.2744237422,1
562,0.3590504451038576,0.5059347181008902,1.5341246290801187,0.8813056379821959,0.7181008902077152,1.1913946587537092,1.2729970326409494,1.0281899109792285,1.2077151335311573,0.8649851632047477,1.4362017804154303,56.679,-5.037,Aonach Eagach - Sgor nam Fiannaidh,15,Highland,Rhyolite,214050.9583575445,758260.7898019186,7
590,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.227,-4.781,"Sugach Buttress, Creag Tharsuinn",33,Bute,Mica,227692.40689182444,707306.5206386471,18
591,0.0,0.7333333333333334,1.4666666666666668,0.0,0.0,4.4,0.0,0.0,0.7333333333333334,0.0,3.666666666666667,56.234,-4.808,Beinn Ime,18,Bute,Mica,226050.8259880263,708153.198326832,18
592,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,0.0,0.0,3.142857142857143,0.0,6.285714285714286,56.221,-4.787,Beinn Narnain,19,Bute,Mica,227293.5394794747,706654.0268322135,5
594,0.1676190476190476,0.25142857142857145,0.5238095238095238,0.6076190476190476,0.6495238095238095,1.2780952380952382,0.8171428571428572,1.8647619047619048,1.8647619047619048,0.6285714285714286,2.3466666666666667,56.213,-4.808,The Cobbler,144,Bute,Mica,225955.56635019984,705816.8722882958,54
601,0.0,0.0,1.9642857142857144,3.142857142857143,1.1785714285714286,0.7857142857142857,1.1785714285714286,0.0,0.0,0.0,2.75,56.188,-4.83,The Brack,27,Bute,Mica,224477.35753592147,703091.383647336,15
618,0.0,0.5,2.8333333333333335,1.0,0.16666666666666666,1.0,0.16666666666666666,0.6666666666666666,1.1666666666666667,0.6666666666666666,2.8333333333333335,56.231,-4.875,Beinn an Lochain,30,Bute,Mica,221885.35931136305,707990.7595682299,20
620,0.0,0.6470588235294118,1.9411764705882353,1.9411764705882353,1.2941176470588236,0.6470588235294118,0.0,0.0,0.0,0.0,4.529411764705882,56.558,-4.671,Meall Bhuidhe,15,Bute,Mica,235940.87270542173,743864.0206253263,7
621,0.47201492537313433,0.49253731343283585,2.0727611940298507,1.375,0.6567164179104478,2.0727611940298507,0.14365671641791045,1.1492537313432836,0.6361940298507462,0.2667910447761194,1.662313432835821,56.53,-4.712,"Beinn an Dothaidh, North East Corrie",30,Bute,Schist,233298.6438704125,740847.5242929502,30
622,0.0,0.23655913978494622,1.3602150537634408,0.3548387096774193,0.532258064516129,0.5913978494623655,0.0,2.0698924731182795,1.8333333333333333,0.11827956989247311,3.9032258064516125,56.525,-4.723,Creag Coire an Dothaidh,15,Bute,Schist,232600.22161929158,740318.0016872787,12
623,0.0,0.07142857142857142,1.1428571428571428,1.0,0.42857142857142855,0.9285714285714286,0.0,1.7142857142857142,2.2857142857142856,0.2857142857142857,3.142857142857143,56.518,-4.72,Beinn Dorain,15,Bute,Schist,232753.83944619054,739531.8595337309,12
624,0.008950366151342554,0.4743694060211554,3.615947925142392,0.7607811228641171,0.08055329536208299,1.3873067534580958,0.008950366151342554,1.3962571196094384,0.9129373474369405,0.008950366151342554,2.3449959316517495,56.46,-4.793,Beinn Udlaidh,37,Bute,Schist,228001.46434929577,733259.2249133876,36
649,0.9274193548387096,1.0483870967741935,0.7983870967741935,1.3064516129032258,1.3387096774193548,1.1774193548387097,0.5806451612903226,1.0725806451612903,1.0241935483870968,0.6290322580645161,1.096774193548387,56.813,-4.962,Aonach Mor,110,Highland,Granite,219288.97310639828,772967.8132695307,99
650,0.8105263157894737,0.23157894736842105,0.0,0.5789473684210527,0.23157894736842105,2.5473684210526315,0.34736842105263155,3.705263157894737,0.23157894736842105,0.34736842105263155,1.9684210526315788,56.799,-4.953,Aonach Beag,38,Highland,Schist,219770.92289677807,771386.4825715293,34
652,0.27615062761506276,0.41422594142259417,0.7824267782426778,1.0125523012552302,0.6903765690376569,1.5188284518828452,0.9205020920502093,0.7364016736401674,1.794979079497908,1.1506276150627615,1.702928870292887,56.744,-5.03,Stob Ban,16,Highland,Mica,214799.61967740886,765473.1583082086,11
682,0.0,0.6285714285714286,0.0,0.0,0.6285714285714286,1.5714285714285716,0.3142857142857143,0.0,3.4571428571428573,0.0,4.4,57.206,-6.225,Cuillin Ridge (Traverse),9,Skye,Gabbro,144947.0986096008,820717.5366799398,1
684,0.0,0.0,0.0,0.4230769230769231,0.0,0.8461538461538461,0.0,1.6923076923076923,2.5384615384615383,0.4230769230769231,5.076923076923077,57.219,-6.093,Bla Bheinn,26,Skye,Gabbro,152999.9721908978,821676.2366124535,8
707,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.212,-6.225,Sgurr Mhic Coinnich (East Face),40,Skye,Gabbro,144988.5349654587,821384.7189153417,4
714,0.13692946058091285,0.31950207468879666,1.1867219917012448,1.004149377593361,0.5020746887966805,2.008298755186722,0.5933609958506224,0.95850622406639,1.4605809128630705,0.6846473029045643,2.145228215767635,57.806,-5.253,An Teallach,100,Highland,Sandstone,206817.3232670134,884245.2539044035,89
715,0.15827338129496402,0.17805755395683454,0.9100719424460432,0.8309352517985611,0.39568345323741005,1.7212230215827338,1.8201438848920863,0.9100719424460432,1.4244604316546763,0.37589928057553956,2.2751798561151078,57.564,-5.463,Liathach,200,Highland,Sandstone,192969.329937481,857943.5821687009,87
772,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.408,-5.681,Sgurr a'Chaorachain,37,Highland,Sandstone,178996.24594717612,841278.2997749917,4
774,0.46610169491525427,0.3107344632768362,0.5282485875706215,0.9322033898305085,0.43502824858757067,1.0875706214689267,2.112994350282486,0.3728813559322034,2.112994350282486,0.652542372881356,1.9887005649717515,57.586,-5.438,Beinn Eighe,185,Highland,Sandstone,194587.98629780798,860314.8809625296,72
780,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,57.202,-6.234,Sron na Ciche,147,Skye,Gabbro,144376.3077705121,820306.5163630083,4
807,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.774,-5.029,"Polldubh Crags, Glen Nevis",514,Highland,Mica,215008.47526041034,768808.0195297474,1
1543,0.5789473684210527,0.0,2.3157894736842106,1.736842105263158,3.473684210526316,0.0,0.0,2.8947368421052633,0.0,0.0,0.0,56.514,-4.306,Meall nan Tarmachan (Cam Chreag),25,Perthshire,Schist,258203.89542340543,738154.5030786728,25
1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,8.25,58.029,-5.155,Cul Beag West face,17,Highland,Sandstone,213796.4165109001,908780.7972636987,5
1651,0.39285714285714285,0.0,0.39285714285714285,0.0,0.0,0.7857142857142857,0.39285714285714285,0.7857142857142857,1.5714285714285714,1.1785714285714286,5.5,56.651,-5.189,Beinn a Bheithir,7,Bute,UNKNOWN,204598.0977776336,755568.9805500646,7
1670,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.014,-2.163,Muchalls Shore,111,Aberdeenshire,Schist,390200.4342698595,791441.0011080954,1
1955,0.0,0.0,3.6666666666666665,2.444444444444444,0.0,0.0,0.0,1.222222222222222,0.0,0.0,3.6666666666666665,57.998,-5.225,Sgurr an Fhidhleir,21,Highland,Sandstone,209499.9629920687,905527.1196100507,13
2048,1.1,0.5076923076923077,1.4384615384615385,1.6923076923076923,0.676923076923077,1.8615384615384616,0.16923076923076924,0.5923076923076923,1.2692307692307692,0.25384615384615383,1.4384615384615385,56.397,-4.811,Ben Lui (Beinn Laoigh),12,Stirlingshire,Schist,226605.9234354081,726295.3114974995,11
2137,0.48529411764705876,0.2156862745098039,2.5882352941176467,0.48529411764705876,0.32352941176470584,1.941176470588235,0.2696078431372549,2.049019607843137,0.7549019607843137,0.2696078431372549,1.6176470588235292,56.646,-5.036,Stob Coire nam Beith,61,Highland,Andesite,213949.50626542215,754586.8022460311,47
2328,0.32,0.52,1.4,1.16,0.72,1.08,0.8,0.84,1.32,0.8,2.04,56.636,-4.999,Sron nan Lairig,3,Bute,Rhyolite,216168.61214667337,753374.4199542712,2
2336,0.4429530201342282,0.4429530201342282,0.4429530201342282,0.8120805369127517,0.5167785234899329,0.9597315436241611,2.3624161073825505,0.8120805369127517,1.0335570469798658,1.993288590604027,1.1812080536912752,57.101,-3.644,Stag Rocks,84,Moray,Granite,300502.78125067387,802314.1944988621,52
2340,0.45833333333333337,2.75,0.0,2.291666666666667,0.0,0.45833333333333337,0.0,0.9166666666666667,0.0,1.375,2.75,56.811,-4.885,Stob Coire an Laoigh,52,Highland,Quartzite,223978.2969731826,772544.4589309266,51
2361,0.1783783783783784,0.4756756756756757,0.6540540540540541,1.7243243243243245,0.3567567567567568,1.427027027027027,1.3675675675675676,0.891891891891892,1.010810810810811,0.891891891891892,2.021621621621622,56.929,-4.6530000000000005,Beinn a'Chaorainn,4,Highland,Schist,238646.49289435215,785100.9753329075,2
2389,0.0,0.3793103448275862,5.436781609195402,2.528735632183908,0.0,1.1379310344827587,0.0,0.0,0.0,0.0,1.5172413793103448,56.417,-4.775,Beinn Chuirn,3,Bute,UNKNOWN,228916.9879309161,728430.195005912,2
2391,0.5146198830409356,0.32163742690058483,0.7719298245614036,1.8654970760233918,0.5146198830409356,1.0292397660818713,1.1578947368421053,0.5146198830409356,1.3508771929824561,0.7719298245614036,2.1871345029239766,57.592,-5.554,Beinn Alligin (Toll nam Biast),15,Highland,Sandstone,187692.65189169854,861339.7625970144,7
2505,1.1,3.3000000000000003,0.0,0.0,3.3000000000000003,0.0,0.0,0.0,1.1,2.2,0.0,57.069,-3.489,Coire na Ciche (Beinn a' Bhuird),37,Aberdeenshire,Granite,309814.2839116311,798536.812649244,20
2519,0.16417910447761194,0.21890547263681592,2.407960199004975,0.21890547263681592,0.16417910447761194,1.5323383084577114,0.5472636815920398,0.43781094527363185,1.8059701492537312,0.8208955223880596,2.681592039800995,57.443,-5.654,Beinn Bhan,70,Highland,Sandstone,180826.62176558096,845083.8456397015,38
2520,0.6285714285714286,0.6914285714285715,0.88,1.5714285714285716,1.32,1.32,0.5657142857142857,0.37714285714285717,0.6285714285714286,1.382857142857143,1.6342857142857143,57.091,-3.645,Carn Etchachan,77,Moray,Granite,300415.3656115698,801202.6392166048,54
2521,0.3586956521739131,0.2391304347826087,2.2717391304347827,1.4347826086956523,1.0760869565217392,2.032608695652174,0.0,0.9565217391304348,1.5543478260869565,0.3586956521739131,0.7173913043478262,56.641,-5.022,Lost Valley Buttress,44,Bute,Rhyolite,214783.0554854313,753992.6170011761,40
2551,0.611111111111111,0.611111111111111,0.0,1.0185185185185186,0.0,0.8148148148148148,1.8333333333333333,0.611111111111111,1.8333333333333333,0.611111111111111,3.0555555555555554,57.248,-6.192,Sgurr nan Gillean,20,Skye,Gabbro,147226.36615582474,825264.7093641097,7
2564,0.0,0.0,0.0,1.2531645569620253,2.2278481012658227,0.5569620253164557,1.1139240506329113,1.2531645569620253,1.9493670886075949,0.27848101265822783,2.367088607594937,56.428,-5.136,Ben Cruachan - Noe Buttress,20,Bute,Granite,206711.9479719866,730611.433701899,20
2576,0.6470588235294118,0.8088235294117647,1.7794117647058825,2.1029411764705883,0.16176470588235295,2.264705882352941,0.6470588235294118,0.4852941176470588,0.3235294117647059,0.4852941176470588,1.2941176470588236,56.628,-4.87,Sron na Creise,11,Highland,UNKNOWN,224040.3015397072,752145.7255572889,8
2580,0.1476510067114094,0.0738255033557047,1.0335570469798658,0.5906040268456376,0.2214765100671141,0.3691275167785235,0.8120805369127517,0.5906040268456376,1.6979865771812082,0.738255033557047,4.724832214765101,56.654,-5.171,Sgorr Dhearg,5,Bute,UNKNOWN,205716.5811522081,755851.5189379015,4
2583,0.0,0.55,1.1,1.1,1.1,1.1,0.0,2.75,0.0,0.55,2.75,56.19,-4.633,Ben Lomond,15,Stirlingshire,Schist,236707.68262969065,702829.3751490511,13
2605,0.10022779043280183,0.37585421412300685,0.1753986332574032,0.601366742596811,0.37585421412300685,0.8268792710706151,2.8063781321184513,0.8268792710706151,1.6036446469248293,0.3006833712984055,3.0068337129840548,57.109,-3.707,Lurcher's Crag,90,Invernesshire,Granite,296708.8783934375,803298.3379811128,82
2625,0.0,0.0,0.0,0.0,0.0,3.666666666666667,0.0,0.0,0.0,0.0,7.333333333333334,57.241,-6.225,Sgurr An Fheadain,12,Skye,Gabbro,145188.85034320503,824609.4372124019,1
2670,0.0,0.5789473684210527,1.736842105263158,0.0,0.0,6.368421052631579,1.736842105263158,0.0,0.0,0.0,0.5789473684210527,56.62,-5.08,North Face of Sgor na h-Ulaidh,9,Highland,UNKNOWN,211122.71784057427,751814.6922872416,9
2708,0.14864864864864866,0.5202702702702703,1.3378378378378377,0.8175675675675675,0.44594594594594594,1.635135135135135,0.5945945945945946,1.0405405405405406,1.7094594594594594,1.114864864864865,1.635135135135135,57.162,-5.415,The Saddle - Sgurr nan Forcan,5,Highland,UNKNOWN,193591.4712076575,813078.6066204954,2
2739,0.0,0.0,1.375,1.375,0.0,1.375,0.0,0.0,4.125,0.0,2.75,57.247,-6.206,Am Basteir,18,Skye,Gabbro,146375.6004063452,825205.6209563968,5
2740,0.0,0.0,0.0,1.8333333333333335,0.0,0.0,0.0,1.8333333333333335,5.5,1.8333333333333335,0.0,57.228,-6.235,Sgurr a'Ghreadaidh,13,Skye,Gabbro,144495.95122641238,823201.3815684651,5
3061,0.0,0.4782608695652174,0.7971014492753623,0.15942028985507248,1.4347826086956523,0.9565217391304348,0.9565217391304348,1.1159420289855073,1.7536231884057971,0.4782608695652174,2.8695652173913047,57.485,-5.379,Fuar Tholl,59,Highland,Sandstone,197553.26373356217,848901.7708494508,41
3081,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,56.806,-5.053,Meall an t-suidhe,4,Bute,Schist,213701.3598956135,772433.2268542874,2
3103,0.0,0.0,2.75,0.7857142857142857,0.0,2.75,0.0,2.357142857142857,0.0,0.7857142857142857,1.5714285714285714,56.921,-3.237,Broad Cairn Bluffs,4,Aberdeenshire,Granite,324794.71412069484,781758.0447736742,4
3104,0.0,0.0,0.0,0.0,0.0,0.6875,6.875,0.0,0.0,2.0625,1.375,57.107,-3.629,Stac An Fharaidh,36,Moray,Granite,301427.3539138205,802960.2070909872,15
3172,0.3492063492063492,0.3492063492063492,2.0952380952380953,0.3492063492063492,0.3492063492063492,1.9206349206349205,1.0476190476190477,0.873015873015873,1.222222222222222,0.5238095238095238,1.9206349206349205,57.404,-5.699,Meall Gorm,30,Highland,Sandstone,177891.45325377953,840892.10376952,14
3186,1.5714285714285714,0.0,1.5714285714285714,0.0,1.5714285714285714,1.5714285714285714,0.0,1.5714285714285714,0.0,1.5714285714285714,1.5714285714285714,56.836,-4.48,Sgor Iutharn,2,Highland,UNKNOWN,248796.4832226091,774357.0456388694,1
3311,0.4782608695652174,0.4782608695652174,0.0,1.1956521739130435,1.4347826086956523,2.1521739130434785,0.9565217391304348,1.4347826086956523,1.673913043478261,0.0,1.1956521739130435,57.699,-5.017,Sgurr Mor Fannaich,10,Highland,Schist,220303.0555417667,871690.1242407784,7
3443,0.0,0.4024390243902439,1.0731707317073171,0.6707317073170732,1.475609756097561,3.0853658536585367,0.9390243902439025,1.0731707317073171,0.2682926829268293,0.0,2.0121951219512195,57.499,-5.408,Sgorr Ruadh,51,Cromarty,Sandstone,195894.0133401316,850546.0738832826,46
3450,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.647,-4.962,Buachaille Etive Beag,7,Highland,Rhyolite,218489.9303639124,754499.5547141182,2
3475,3.6666666666666665,0.5238095238095238,1.0476190476190477,0.5238095238095238,0.0,0.0,0.0,1.5714285714285714,2.0952380952380953,0.5238095238095238,1.0476190476190477,56.568,-4.882,Stob Ghabhar,4,Bute,UNKNOWN,223023.83787405,745501.2450446328,3
3487,0.0,0.0,0.0,0.0,0.0,1.375,0.0,0.0,0.0,8.25,1.375,57.101,-3.717,Sron na Lairige,10,Invernesshire,Granite,296080.85472645704,802423.1395276823,6
3543,0.0,0.0,2.2,0.0,2.2,0.0,0.0,2.2,0.0,0.0,4.4,57.678,-4.579,Ben Wyvis (Glas Leathad Mor),30,Cromarty,Schist,246308.2003755048,868275.1315312261,6
3612,0.9166666666666667,0.0,1.375,1.375,1.375,0.45833333333333337,0.9166666666666667,0.9166666666666667,0.9166666666666667,1.375,1.375,57.057,-3.726,The Angels Peak,22,Invernesshire,Granite,295411.7991462576,797539.725330676,19
3613,0.0,0.0,3.666666666666667,0.0,0.0,3.666666666666667,0.0,3.666666666666667,0.0,0.0,0.0,57.07,-3.745,"Braeriach, Garbh Choire Dhaidh",23,Invernesshire,Granite,294296.53696068097,799015.9120698344,13
3614,1.3199999999999998,1.7599999999999998,0.0,1.3199999999999998,1.7599999999999998,2.6399999999999997,0.8799999999999999,0.8799999999999999,0.0,0.0,0.43999999999999995,57.078,-3.726,"Braeriach, Coire Bhrochain",59,Invernesshire,Granite,295470.92129578016,799877.0087532437,30
