eastings,northings,crag_id,name_crag
255025.59429238635,187201.38246827025,10143,Watch House Crag
259196.31303845727,187528.84290942177,1029,Caswell Bay
256055.69560189825,186838.12173448154,8448,High Pennard & The Great Tower
256814.96470803354,186705.30698427273,876,Pennard
243074.19067402062,186555.92094716348,881,Third Sister to Zulu Zawn
211449.2891172706,198323.5779433765,18629,Penally East
276904.38528810826,191406.9438750079,8477,Cwmafan
244155.90643453575,185632.09579783917,18379,Port Eynon
209724.34468106934,198499.66238218435,8982,Penally West
209340.73102145217,197512.00351053494,800,Lydstep Point Area
208579.78017878556,197540.79889317986,802,Lydstep Cavern Bay
208225.4469435239,197331.54676587932,806,Skrinkle Haven
303411.7829594476,208186.54585144232,24332,Cefn Coed Y Cymmer
304754.5605805058,209829.7379279959,1032,Morlais Quarries
362463.7007839499,222970.36432345601,18172,Penyard Park North
360115.67130225623,221876.26567395614,8978,Chase Wood
365200.923637731,220837.1953171696,8278,East Dean Edge
354695.8600396847,216138.4521097755,12424,Leeping Stocks
353384.8244800199,215928.02363468223,8878,The Wyastone
354004.88783399493,215922.2901235881,12423,Dennis Grove
353934.96881769487,215811.70212231932,17941,Celestial walls
354262.1958261312,213917.78591162933,1330,Near Hearkening Rock
364618.0453286012,216280.93935358681,25092,Nailbridge
364792.6655083285,211719.39161536068,1580,Staple Edge Quarry (Ruspidge West Quarry)
359455.4405107226,208311.66028281086,25296,Ellwood
360407.40571003105,206524.42315781105,1583,Hang Hill Quarry
321460.3290775062,214658.04088843765,1048,Llangattock Escarpment (Eastern Edge)
320302.8878408818,215566.2655616186,1047,Llangattock Escarpment (Chwar Pant y Rhiw)
321999.55694456265,213870.91359391413,23517,The Lonely Shepherd Area (Llangattock)
318320.97255671263,216599.38331010257,1046,Llangattock Escarpment (Craig y Castell)
317151.6730688735,216729.82205020764,24486,Llangattock (Craig y Castell Western Extension)
354266.5623670617,199235.52336043888,39,Shorn Cliff
353220.39468152076,198244.08351497672,12115,Black Cliff Quarry
305501.83406985266,194462.7955428352,8230,Ynysybwl
352589.77638862823,197360.1562660485,50,Wynd Cliff
398377.92994715925,226054.6673762516,1133,Castle Rock
394794.64387286577,218493.94181689678,19661,Leckhampton Hill
399684.1506551697,224608.46298725734,14005,Cleeve Hill
350758.1996233391,193929.64885791438,17240,Mounton Valley Rocks
321441.2861897849,195746.99674188648,3258,Tyle y Coch
322105.5879949393,193956.84235270094,1060,Cwmcarn Quarry
313812.97854705754,194759.06553132663,738,Penallta
303540.86641983315,200507.53184719878,8237,Cefnpennar
308027.3452089913,196307.40181714093,734,The Gap
305423.9032664683,197690.5435808667,15908,Penrhiwceiber Quarry
194226.68990441438,193873.4223107475,1469,Mewsford
195117.69920702503,193614.494882104,2806,Blockhouse Buttress
195588.8624206132,193261.32137002988,436,Misty Wall
195588.8624206132,193261.32137002988,437,Rusty Walls
195792.09254228897,193141.74238282617,435,Hollow Caves Bay
196341.54912803555,193008.21464485186,713,Stennis Ford
196540.33198649934,192777.4815137867,712,Newton Head
196752.54089761755,192880.31217579136,711,Chapel Point
197509.78509773413,192738.56688451377,796,St. Govan's East
198324.73230497126,194042.35055492568,12311,Broad Haven
198472.05635732575,194259.1997089677,795,Saddle Bay
198753.386251847,194359.35202346876,794,Raming Hole Area
198891.83453985542,194353.84091797384,793,Gun Cliff
199273.29150353372,195229.56955392967,788,Barafundle Bay to Stackpole Quay
270513.3793626878,149727.56073631754,678,Valley of Rocks
270588.80942648416,149948.19501514436,22231,The Valley of the Rocks (The Yellow Stone)
237423.24710105246,124069.65976421456,18273,Sloo Slabs
229991.94082293674,126646.22551960926,677,Blackchurch
227692.25166959057,127167.68701980589,676,Exmansworthy
283902.5604718442,148739.16855036138,2999,The Ivystone
222779.28735855047,127222.66601367257,2396,Cow and Calf
222767.83898632613,126889.11153748824,18276,Upright Cliff
222616.10938382568,126560.37359876145,675,Smoothlands
222327.89630168004,126347.64856485109,2403,Damehole Point
222511.58704921923,125562.12153179207,674,Dyers Lookout
222473.39057159913,124450.27667032293,1366,Hartland Quay
222403.22104118133,124452.68759077732,673,Screda Point
222372.65570407637,123563.21295586141,672,Spekes Mill Mouth and Brownspear Point
219869.4833364872,104058.1239254229,1976,Upton - Arrowhead Pinnacle area
218688.88890024356,100537.04402996667,9389,Millook
295087.88661054685,189661.82424616656,736,Cwm Dimbath
255134.0835378108,86599.36570459962,1375,Great Links Tor
299189.49961550435,193806.0898371598,8244,Llwynypia
311783.25445104454,173546.31985566218,1024,Wenvoe (Whitehall) Quarry
301901.6216109745,190860.10518466175,1043,Cymmer (Punk Rocks)
258789.7686005348,83161.33784188062,1500,Fur Tor
289919.38593205,149162.67505610033,679,Hurlstone Point
280387.68872967374,177526.0973334639,2459,Box Bay
221411.50792238626,120145.52179634094,2417,Nabor Point
219790.47614098885,113967.94688483197,2435,Oldwalls' Point
219782.7483299848,113745.58219688188,3780,Hippa Rock
219603.45133608216,112638.649206609,691,Lower Sharpnose Point
220003.24370111647,109953.18265481494,2266,Sandymouth
220148.9039490176,108055.77767443631,2437,Maer Cliff (aka Northcott Mouth)
220121.9625209948,107277.50625085877,2438,Crooklets
220024.61016842103,106501.67320395427,317,Compass Point (Bude)
219986.1159114905,105389.85944446237,2439,Lynstone
220041.15448155615,104942.69650406999,690,Upton Slabs
299389.99107719405,196917.2423514417,1044,Ferndale
278380.7357153415,85784.58289878012,20193,Blackingstone Quarry
307034.0079392921,191208.11173020955,739,The Darren
312775.80725544295,182762.38850722602,1023,Taff's Well
353933.9684830294,147074.85753605718,129,Split Rock (Milton Hill Quarry)
357571.01666817645,147710.72756339022,2163,Horrington Hill Quarry
347695.02742046915,158479.40993911016,1577,Rock of Ages (Burrington Combe)
358809.13123839506,145365.05290052266,2164,Dinder Wood
360205.461022652,145242.7951466675,19109,Correges Cumb
360202.8684107345,144909.16590255726,2249,Croscombe Valley Cliffs
361043.79608681396,145236.34878976393,18801,Windsor Hill Quarry
357188.62342582084,160392.865966534,20421,Pylon King's Secret Crag
338609.660617256,156356.08636464417,2031,North Quarry
364763.2990069544,147656.13967085507,2847,Ashwick Grove
350580.5944912169,168571.90874809376,1632,Bourton Combe
369303.4664314237,147849.30056268407,1898,Leigh Quarry
329368.7918079574,158700.10523738991,75,Brean Down
328743.2157527859,158820.0292461606,18937,Brean (Central Crags)
373428.36478771444,148827.11598263067,1972,Mells
328049.55697749933,159052.22094699653,1633,Brean Down (Fort Crags)
332392.7843926753,166000.3357513746,551,Sand Point
356531.84466438106,173188.87566097995,47,Avon Gorge (Suspension Bridge Area)
340893.6017434068,172901.89955557213,1544,Ladye Bay (Clevedon)
356331.0580786746,174080.3794800116,31,Avon Gorge (Main Area)
345708.35959311423,174739.00734211918,42,Portishead Quarry
356126.49879868556,174527.03477713827,29,Avon Gorge (Sea Walls Area)
375731.6236910593,148704.43699282443,1988,Vallis Vale
361833.31077004375,175926.76951089466,19046,Black Rocks (Eastville Park)
356017.48390429316,177975.89523986093,45,Trym Valley Gorge
362810.40785744204,176586.8349422305,1545,Snuff Mills Park
364486.95618806995,178020.6820990616,21515,Grove Bank Buttress
364419.88579655875,178354.81609156035,4199,Ring Road Tower
365534.9815675783,179014.4306261352,9082,Bury Hill West
160579.82584712963,43067.61124701382,18378,Hell's Mouth
143223.2338111202,38754.258364905836,197,Gurnard's Head
143069.7730774974,38538.85245717934,570,Pedn Kei Area
142614.70371609885,38003.81084953557,567,Robins Rocks
141627.52074722497,36826.15291221562,199,Bosigran
141479.3506934651,36721.940731865296,565,Bosigran Ridge Area
141331.17479675685,36617.73249168103,572,Rosemergy Ridge Area
141023.98040140804,36187.02564710961,661,Whirl Pool Buttress
140590.20767371752,36096.750395438576,23382,Rabman Zawn
169858.48566636813,51121.22593547689,314,Carn Gowla
136421.7057072338,34296.10246546636,656,Carn Vellan
136174.39149357314,33639.822597568855,9043,Crowns Mine Cliff
135536.71845459123,32334.38708138917,654,Carn Kenidjack (Kenidjack Cliffs)
173745.11931944377,53626.41811402785,316,Cligga Head
158790.7759868931,27220.59233270203,503,Bashers Harbour
159613.76483161855,26403.76178996,8145,"Trewavas Head, The Island"
160195.8799188876,26600.322614386023,212,Trewavas Head Main Cliff
135706.56773441995,28537.594176512255,665,Aire Point
175683.95568223918,59000.645276767784,18359,Penhale Camp Area
134738.06536619534,26357.22715138139,198,Sennen
140292.67759538672,22630.15958110032,10045,Penberth
140199.4811432431,22189.041695817854,217,Cribba Head
134170.94546145073,25048.3679740706,211,Lands End
139417.52318541624,22338.54108308592,8545,Pednvounder Beach area
139687.58946603688,21991.133989276423,9873,Logan Rock
134704.63835552073,24241.856436165792,515,Pordenack Point
134902.74814956443,23897.749431964825,514,Carn Boel
134484.44561777788,24141.379811073683,12291,Carn Cheer
135937.67381264776,23066.525997307574,8768,Pendower Coves
138382.77132240814,21720.624002088734,8537,St Levans Wall
138525.94569444598,21713.615498452724,506,Pedn-men-an-mere
135921.18787166197,22733.081042614314,512,Zawn Kellys
137810.074395679,21748.696451866475,507,Vessacks
136191.0196460191,22385.488939646937,209,Folly Cove
135910.1976489043,22510.784462801326,210,Carn Barra
136113.94994512876,22277.875983267557,208,Fox Promontory
136180.04184527916,22163.192251826666,17320,Pellitras Point
137083.26630074653,21561.576349913143,508,Porthgwarra Buttress and Hella Point
136372.8519590961,21707.998268656578,207,Carn Guthensbras
136510.54753052478,21589.787519598438,218,Chair Ladder
166051.35326080263,16316.982006511069,313,Predannack Head (Lizard Point)
167239.53937414516,13926.465905463832,19155,The Horse
169509.3265037329,11601.04019012535,312,Coastguard Cliff (Lizard Point)
170819.1096194355,11990.312084175996,19372,Housel Bay Area
171168.13386513782,11752.675849899795,3000,Pen Olver
171670.0795661886,11731.265949831359,311,Bass Point
190815.16220050564,77864.69157720177,2449,Butter Hole
199126.083116463,59615.25354727608,2248,Roche Rock
200215.56999903356,39423.599278759415,8027,Dodman Point
193057.96879095453,80782.0388973779,315,Pentire Point
193429.34795542774,81212.76553365606,3039,Rumps Point
194040.01979085302,80520.6729166838,18348,Com Head
195079.8987144835,79923.21165786634,17717,Lundy Bay
196596.50487878532,80643.53095504595,687,Doyden Point
196896.82155348788,81077.24234777849,688,Kellan Head
205995.44996019383,56797.835037903074,9003,Will Lukes Hat
206312.42996641083,57676.771351296775,15554,Carbeans Rocks and Colcerrow Quarry
206907.41746002014,56430.453366636066,9782,Carmear Rock
206313.15222611002,61573.008902142115,2479,Helman Tor
204447.50887176293,85911.23524819902,18332,Backaways Cove
212569.81744689506,75484.02647746983,9583,Carbilly
205706.74656473685,89315.5202169873,24416,Barras Gug
206134.7748944111,89410.95586225795,25373,Gullastem
253935.78837059566,63822.1801725915,206,The Dewerstone
232804.58745153638,53877.95549721067,1215,Downderry Beach
256306.2881773509,69987.92919744409,1485,Leather Tor
256616.09924245958,73540.03104180281,1138,Foggintor Quarry
237553.33312364397,71646.79590155822,1058,Kit Hill Quarry
254413.7120439704,75937.30097440205,17332,Great Staple Tor
272887.139942098,36631.166440657835,1479,Sharp Tor (Devon coast)
268559.0501668517,72003.70502388393,1077,Luckey Tor (aka Eagle Rock)
269401.1584761963,71648.93618472593,1143,Bench Tor
292616.6882404573,62669.2012231893,1130,Daddyhole Main Cliff
292763.1900048441,62888.68763678195,1128,Meadfoot Quarry
292691.5011225661,66338.45585219166,16114,Petit Tor Point
293515.7632567616,64986.886140343384,285,Anstey's Cove
293520.2617881213,65209.26563763828,10032,Babbacombe
293730.87589607795,65093.774152257014,287,Long Quarry Point
286500.8212020103,78704.95141215346,290,Chudleigh Rocks (North Face)
294214.15220968676,64416.631494408124,1532,Black Head
286710.73518554494,78589.16722538896,1472,Black Crag (Devon)
273228.87041728804,77451.59275064885,292,Bonehill Rocks (Bone Hill)
225435.54146718094,76376.09226355836,2550,Hawk's Tor
224421.76037630514,75742.09455824061,2549,Trewortha Tor
282403.08762329165,66447.0869414118,365,Torbryan Quarry
272825.6939665409,78351.38608844116,1475,Chinkwell Tor
275766.8552506102,76945.8492036139,205,Haytor (aka Hay Tor) and Low Man
275562.37490135507,77284.45102410554,1519,Myrtle Turtle Quarry
275080.0626816699,77852.17731121852,1142,Holwell Quarry
274328.07083917246,78982.67444895496,224,Hound Tor
276728.9445016345,81706.93881663922,1506,Lustleigh Cleave (Harton Chest)
291579.5963478572,57128.66003914803,364,Churston (Sea cliffs and quarries)
292193.0399115428,62789.08977085972,11028,Saddle Point
293704.74344102124,56751.72678582184,1518,Ash Hole
293968.9117445343,55745.31363970577,407,Durl Head
208448.5456074305,90772.8834369652,22340,Grower Quarry
367553.5843582838,68568.6471393643,271,White Hole
367907.39761311014,68455.2688933124,272,Lighthouse Area
367629.28838667495,69346.58892651583,269,Coastguard North
368548.834744615,69007.38858243631,273,Cave Hole
368977.48157068115,69560.84055783591,274,Beeston Cliff
367784.7370633953,71569.66348309926,260,Blacknor North
401158.06730223563,76807.9139222003,253,Fisherman's Ledge
401441.2143631343,76807.97781521248,252,The Promenade
401582.78789313737,76808.01548902324,251,Cattle Troughs
561679.9720069863,221650.53415088734,24456,Dunmow Cutting Bridge
565835.9387157313,221006.9783716217,19093,Little Dunmow Bridge
569053.0205214488,221670.99127481377,15799,Francis bridger
571450.9849251177,222086.3795847196,9789,Disused Railway Bridge Bartholomew
574597.9894667299,222751.62756143726,23994,Broomhills Ind Est
100080.61893396394,932495.2396748597,779,"Uig Sea Cliffs, Lewis"
102730.6229106682,934754.0695696524,10831,Aird Uig Area
104455.42202222749,938871.924114174,19237,"Gallan Head, Truillich Headland"
113328.97404958971,939334.2785210016,10835,Creag Liam
9076.604740483453,899996.302726296,25824,St Kilda
154914.5099999901,962319.6001281929,1323,Ramrageo and Creag Dubh
122485.46123369911,946387.9618365162,1647,Dalbeg Sea Cliffs - Lewis
117228.13379564136,909667.3485048625,11791,Creag Mo
200269.32945631418,932635.5810494284,11087,Stoer Lighthouse Cliffs
201817.20207119483,935345.9688159587,300,Old Man of Stoer
197695.82108369176,917931.6702792528,455,Reiff - Rubha Coigach
196521.7785491038,915760.8631164902,1960,Reiff - An Stiuir
196512.3482070154,914422.8617712441,303,Reiff - Roinn a'Mhill
196831.90404359694,913737.2765894831,3702,Reiff - Mechanics Geo
196927.08549289932,913286.2567131972,2128,Reiff - Stone Pig Cliffs
205846.20499710788,925219.8200429655,11083,Achmelvich Campsite Crags
205652.21718875086,923667.9875221385,17982,Creag Rodha Mor
214686.59420522783,946540.8256290741,11104,Solitude Slab
116321.76819122129,893531.5870975385,22519,Creag Aisnig
183792.31032711614,892335.6323042137,8965,Mellon Cliffs
207642.96512368164,914872.2643913896,10388,Inbhirpollaidh Rock Gym
217954.12340915506,960103.7351385218,335,Sheigra Sea Cliffs
218646.60458937983,961186.6597506816,17181,Cnoc an Staca
257808.35319263756,948756.126407994,11022,Ben Loyal
238230.8900656322,950740.3926767646,336,Creag Shomhairle
265898.7420233758,964629.4285665175,11010,Neave Island
226820.98221365758,953345.8692092854,11031,Creag Garbh Mhor
226235.10521265562,949358.0050624278,11061,Red Castle Crag
225886.3162213454,952049.3328635853,11030,Rhiconich Crag
225790.31531640148,953837.5221613548,11032,Creag an Fhithich
237807.38028862368,971492.6252423073,11015,Faraid Head
223879.93496515686,950354.9541176343,19911,Mail Box Crag
272637.08820117067,964069.4559386987,20684,The Tiger
222957.3918561232,951957.4672376316,19225,The Balcony
223406.67534412665,956731.7044209905,9869,School Crag
213796.4165109001,908780.7972636987,1584,Cul Beag West face
210747.55453240813,910597.2211779213,299,Stac Pollaidh
212884.92369677773,908265.9885922128,12091,"Red Slab, Cul Beag"
213197.68253281037,899776.8525198363,9746,Evening Wall (Keanchulish Inland Crags)
210287.42161391012,900917.6128493465,11229,Camas Mor
211229.73079804113,899534.8482425053,11224,The Otter's Holt
211666.3136790855,898733.6884226014,298,Ardmair Crags
214732.84558947865,895802.793695002,11216,Creag nam Broc
209665.92826861833,897824.8750320397,450,Rhue Sea Cliffs
221571.22955847715,957483.9436585552,11073,Red Slab
229516.3864202664,973519.148483779,24804,Clo Mor
337315.10330811446,949242.5534253865,11202,South Head of Wick
334274.0039071339,942053.6449884985,2960,Sarclet
332729.9385027086,940743.3871334993,24670,Ellens Geo
328841.16335852095,936134.4058350779,11203,Mid Clyth
317353.82495624316,999289.0063038755,339,Rora Head
317504.91068113915,1000956.5684777442,281,(Old Man of) Hoy
318416.5983613717,1003164.8710313081,3034,St Johns Head
73219.00052763056,876797.1922541958,8919,Griminish Point
77450.42237337312,814733.4935284314,11858,Leac Shleamhuinn
62096.03109755099,798852.5041701576,22028,Barra
62026.25798688561,798746.3548565769,16726,Breaker Wall
97939.6777948272,872521.7600921507,9530,Lec Na Hoe Point
60370.29328640172,789710.3281791313,25823,Lingeigh (Lingay)
64588.157799208944,790374.0490550137,11182,Sandray
112949.75939701736,847518.1476077393,686,Neist
59379.06828996749,787330.8360623695,3512,Pabbay
56019.82541413815,783021.3224462958,10284,Mingulay
119920.04969789798,851612.1320399122,17760,Husabost
55101.182740464574,780077.137861227,11181,Berneray
160537.8784618399,852029.8029472479,17796,Sgurr nan Gall
158660.51280882038,842654.721927383,21487,Screapadal Path Boulders Raasay
150807.84021257266,865786.666592201,685,"Kilt Rock, Staffin"
150722.76647026752,866350.0413828061,9962,Elishadder Wall
134406.87547691428,855999.4270644117,17753,Greshornish
149320.67801544612,867887.9318329697,9038,Staffin Slips
148394.48448024635,827536.8754062954,11882,Nead na h-Iolaire
147990.71748790264,825887.3823780791,2654,Low Crag
146563.3109304744,825305.6383520346,2739,Am Basteir
145188.85034320503,824609.4372124019,2625,Sgurr An Fheadain
144577.0277106994,823531.2167253159,8501,Sgurr a'Mhadaidh
202287.4646196469,874428.9028712042,9168,A'Mhaighdean (Stac A' Chaorruinn)
195760.5311112292,889253.7437067834,12035,Dog Crag
195433.00827352636,889828.1205462985,2611,Gruinard Bay
196127.75393733883,889458.1230488629,18095,Lochan Dubh Crag
195681.58817237557,890038.5136924394,8844,Gruinard Crag
195515.02030216844,890270.0794899598,12136,Road Crag
199406.80149313688,886058.4178379987,2861,Carn Goraig
196509.06968374812,891111.7595929018,9275,Goat Crag
174333.01452922868,792224.5585014335,11368,Creag Mhor Bhrinicoire
196108.3729192322,892582.0865028292,2366,Jetty Crag
196706.7084872215,892663.2027101212,10153,Mungasdale
146258.09772259768,784695.5595017402,9902,An Sgurr
186777.90816365145,878008.4775674962,775,Tollie Crag
187914.9217264866,876944.4812689502,776,Loch Maree Crag
191529.6557081583,827346.2511903091,9047,Biod an fhithich
125205.87958846416,805463.7300731147,20114,"The Fortress, Canna"
198086.51553084727,877536.9082354303,777,Carnmore Crag
203196.1903683619,866132.2349716538,2044,Beinn a' Mhuinidh
145386.79554188202,822922.7570211147,16397,Coir' Uisg Buttress
141171.73867056606,876217.3544671703,16395,Rubha Hunish
144988.5349654587,821384.7189153417,707,Sgurr Mhic Coinnich (East Face)
144807.52772029064,821395.9650272576,11902,Bealach Buttress
177891.45325377953,840892.10376952,3172,Meall Gorm
145128.13560646804,820706.2974902974,11895,Thearlaich-Dubh Buttress
178996.24594717612,841278.2997749917,772,Sgurr a'Chaorachain
144376.3077705121,820306.5163630083,780,Sron na Ciche
179399.68802402433,858659.4618425814,11351,Crofter's Crag (Diabaig)
180302.89430330967,859837.5396608993,773,Diabaig
179375.32433195403,871378.8484820006,2799,Fruity Crag
186399.80625105984,852707.2295638246,11663,Creag na Speiraig
151477.47316639926,812504.5296984683,3202,Suidhe Biorach
188020.82525543598,857307.0305352961,11669,Hairpin Crag
189916.89866304668,856873.7230578155,10402,Creag Nam Leumnach
186745.93681651904,871763.4056186104,2368,Stone Valley Crags
192474.05669249632,855292.1147847389,3915,Seana Mheallan
182613.88718347697,878231.2069627637,11264,Creag Bhadan an Aisc
184618.53994240763,877788.7772019639,2839,Loch Tollaidh Crags
193606.80463072011,858691.7911122546,25531,Coire Dubh Beag
194587.98629780798,860314.8809625296,774,Beinn Eighe
249397.2034580964,855009.0651903162,3457,Moy Rock (Dingwall)
237508.84028200424,855802.3075051181,452,Aspen Crag
237475.80369206844,856472.3571358968,3455,"Scoop Crag, Strathconon"
238383.89058913305,858219.305743244,332,Glenmarksie Crag
236607.34761335718,855727.0758621527,451,Meig Crag
260091.79834054437,831562.2747808137,1593,Ashie Fort
264926.12636615225,832068.1680446718,2705,Pinnacle Crag
264309.9103195359,831642.9310356266,388,Duntelchaig
224570.38168501933,854446.3594174753,453,Creag Ghlas
262957.87836916343,827231.5186531054,1592,Stac Gorm
266278.64872683,829238.4783328618,1899,Brin Rock
288375.0252396659,813316.7096255887,11375,Burnside Crag
284329.27158889663,809195.8990836963,10250,Creag A Mhuillin
274900.96626629715,801673.9022717695,390,Kingussie Crag
302498.9771459274,832669.8303455339,391,Huntly's Cave
267313.0076412754,795783.6397022612,37,"Creag Dubh, Newtonmore"
282646.44613518554,803228.7120358532,389,Farletter Crag
246903.76154073636,782671.4561729629,43,Binnein Shuas crag
298272.4945469085,802814.0251328673,74,Coire an Lochain (Cairngorm)
301385.4090777226,803740.769110326,11501,Saddle Slabs
299580.6256715879,801779.6876769683,28,Hell's Lum
301427.3539138205,802960.2070909872,3104,Stac An Fharaidh
300115.10236421286,801321.2571911318,32,Shelterstone Crag
317593.62663961714,870756.8545686852,4047,Covesea
352775.1672194014,868186.7996742204,1889,Logie Head
372124.0083444159,864889.0359847726,19005,Tarlair
368213.88423240563,822389.1484911788,2517,Bennachie - Mither Tap
390199.3946416981,865583.6492361933,1914,Rosehearty
342158.9343631903,799961.5070149442,16580,Vat Burn
316741.8427192889,805183.9530963151,18136,Meall Gaineimh
404371.704966916,828835.5226922841,2247,Smuggler's Cliff
314052.99728674354,804014.2189847265,19399,Clach Bun Rudhtair
404672.5960462081,828835.8465423726,1374,The Graip
407615.20452368003,832179.9417276437,9400,Silkies Cliff
407914.78831198683,832737.130836487,2998,"Carriage Crag, Wagon Wall"
407974.9092133939,832737.2459494997,19649,Tangerine Point
410549.5838949868,836862.0802358345,187,Fulmar Wall
410728.89659089164,837196.5225517098,2246,Harper's Wall
410788.95195746253,837196.6791048973,10635,The Outpost
411145.67369428196,838533.5500906291,10952,Rob's Butt
411087.43343861593,837865.4313747965,23165,Robie's Haven
411325.16919950175,838756.6932731618,16077,Perdonlie Inlet
411207.8270100151,837754.4298508092,9399,Arthur Fowlie
311084.3787977026,801181.8536139629,77,Garbh Choire of Beinn a'Bhuird
411445.5431366067,838645.6986405087,20197,Hellgate
411624.07530475105,839202.8338449042,3201,Long Haven Quarries
391905.1933857927,793663.6645143888,1642,Craig Stirling
391540.5676712368,793441.7635997041,1922,"Harbour Wall, Newtonhill"
391783.5812422157,793552.5876059211,2322,Rotter's Rock
391418.70573102095,793219.3783645971,1890,Boltsheugh
391174.9427761751,792774.6188226079,25952,Murray Heugh
390688.27275741484,792330.4187988249,9703,"Yellow Crag, Clochindare"
391174.46273847966,792551.9809413233,21770,Brown Band Crag
391113.752249963,792552.1122844056,9355,Johns heugh
391113.752249963,792552.1122844056,1895,Brown Crag
390688.01970947074,792219.099937481,4181,Drab Crag
411328.2271221227,837643.4318879416,16964,Petrie's Hole
411564.9865400236,838868.6861918498,9495,Red Wall Quarry
412103.30086478597,839538.1954623985,24446,The Little Red Tower
412103.30086478597,839538.1954623985,8655,The Red Tower Area
412222.6819450403,839761.2026187307,16080,The Warlord Cliff
412222.6819450403,839761.2026187307,9458,The Round Tower
322511.33986547927,793157.2644170849,8837,Alltcailleach Quarry
412700.0750267178,840653.2670389239,2231,Meackie Point
413177.25810113084,841545.388714123,2871,Promontory Wall
413356.87080283155,841657.2958829816,20964,Rownies Sclate
309300.3922683946,799995.7132234005,9808,Coire nan Clach (Beinn a' Bhuird)
361612.6892750313,786598.2060029834,78,Clach na Beinn
309814.2839116311,798536.812649244,2505,Coire na Ciche (Beinn a' Bhuird)
396890.02511897584,803786.9191935826,167,Black Dyke Area
396889.938212343,803675.5983436174,1973,Bridge of One Hair
396829.30219718686,803564.3252243318,3070,North Doonies Yawn
396829.12512545026,803341.683615239,1975,Dead McIvor Gulch
396465.5159265359,803008.0262744447,1977,Long Slough Red Rocks
396526.07319192245,803007.973232315,169,The Long Slough
396525.87981405854,802785.331809808,9321,Inlets of the Red Rocks
396525.58975555096,802451.3698100698,170,The Humpback
396343.6903308219,802228.8903731823,18027,Seal's Hole
395737.29617534956,801561.5641984513,21782,Bunstane Wall
396100.98319189926,801783.8362947217,172,Souter Head
395372.42106518114,800337.4408954423,179,South Cove
395129.2303725042,799669.8046101285,10808,Hareness
302430.6597529106,801822.720348868,10319,"The Great Barn, Beinn Mheadhoin"
394704.2591027686,799113.737111144,181,Clashrodney
394520.6105073427,797778.1393772407,11682,Red Band Cliff
394399.1889681138,797666.9852093586,185,Boglesheugh
394520.4600548818,797666.8195318592,12015,The Rockband Cliff
394338.3980828423,797555.7495568956,9023,Findon Ness (The Grey Wall)
394338.3980828423,797555.7495568956,9022,Findon Ness South
394277.4469685203,797333.1950267087,19666,Storm Wall
394095.20195280726,797110.8160354181,21778,Pow Kebbuck
393669.82978802547,796554.8566104786,1891,Peel Slough
324621.96732969454,785658.2026621467,24,Lochnagar
393426.1437643542,795887.3238486825,23387,"Portlethen Boulders, Octopus Inlet"
392818.155127238,795109.1117832937,10043,The Knaps
392513.9731882799,794664.3798322808,8738,Clashfarquhar
392696.2111271402,794775.3692192904,186,Berrymuir Head
301592.72580703127,799726.6710458517,33,Creag a'choire Etchachan
392087.9227850267,793997.2653464887,1896,Floors Craig
391966.3252986461,793886.1830351286,19490,Cranhill Crag
391419.17276161566,793442.0164765418,1892,Dyke's Cliff
117106.0544581518,758545.7796019734,20042,Hogh
145622.5333072912,764198.1163596438,557,"Beinn na Seilg, Ardnamurchan"
146198.01412284462,769631.9180028137,3840,Achnaha Buttress
146082.31175027732,770755.0243865852,11544,Rubha Carrach
131490.3249526358,725338.7402166723,10526,Kintra
141244.84635483965,718594.5165096003,16268,Scoor
169975.33815178977,780638.6528336409,23478,"Lizard Crag, Ardnish"
125223.6019301783,722390.6446245853,11705,Aoineadh nan Struth
128939.29973769945,719361.0967199871,10387,Erraid Crags
178269.29115780006,684831.8448976954,578,"Creag nam Fitheach, Knapdale"
214363.79295834567,754234.0630005689,534,Bidean nam Bian
214837.02513640674,755216.3786157133,533,Stob Coire nan Lochan
215243.8935653317,756090.1893803057,531,"Aonach Dubh, North Face"
215719.39327610904,755734.885924662,476,"Aonach Dubh, East Face"
214666.65008565373,769380.5210434911,808,"Buzzard Crag, Glen Nevis"
215008.47526041034,768808.0195297474,807,"Polldubh Crags, Glen Nevis"
217535.04771942444,756547.2744237422,561,"The Bendy, Glencoe"
217826.8684429348,756200.2070481663,8882,Creag Doire-Bheith
217954.2277981931,756306.1432562133,560,"Allt Doire-Bheith, Glencoe"
215976.01358264225,768542.3627390949,23248,Whale Rock Gorge Area
216286.33927560024,768640.1779181339,809,"Whale Rock, Glen Nevis"
217192.89058716787,768377.4905199853,10065,"Car Park Crag, Glen Nevis"
216647.91909719384,771299.5299389521,16877,Ben Nevis
217349.11085753326,769150.9261550338,3761,"Steall Gorge Crags, Glen Nevis"
217588.56488084103,769028.999296857,9350,"Steall Meadows Crags, Glen Nevis"
190492.81553849953,762159.3909195738,554,"Garbh Bheinn, South Wall"
177715.88253170843,782560.5769677819,21076,Glen Shian
186749.42607934884,781307.0637785969,21103,Dome Buttress
187297.6079519263,781279.0108275119,9353,"The Railway Buttresses, The Glenfinnan Area"
138516.8813383789,698337.3672412545,20410,Uragaig
203054.6837822655,759320.2195488687,10060,Stac An Eich
209804.85584851867,744405.3376039776,535,Beinn Trilleachan (Etive Slabs)
258232.35298253995,726122.4625222811,395,Glen Ogle Sport Crags
